,ID,Strategy,Progress,Strategy_Label,problem,class,admin,age,sex,zone,gang,family,other,risk
4971,Newton 2-23-253-1,cm will provide anger management workshops.,Task/Service successfully completed,developmental asset,Client is committed through probation to complete Anger Management Workshops.,face spme kind of problem,retest,15.0,1,13.0,,-1.555789991,-3.2323615789999995,-2.956039882
4973,Newton 2-23-256-1,client will start his community service hrs in house and continue until he completes all required hours.,Task/Service successfully completed,get mentored for school/work,Client is currently on probation and needs assistance completing his community service hours.  ,"id, work related isssues",retest,16.0,1,13.0,,4.296892594,-0.654935566,-0.558390719
4991,Newton 2-23-257-1,"cm will provide anger management workshops, and continue to contact client for all up coming appointments and sessions to keep client active and involved in our program.",Task/Service successfully completed,developmental asset,Client must complete probation requirement's. Client as to complete Anger Management workshops. Client will commit to twice a week workshops to complete classes.,face spme kind of problem,retest,15.0,2,13.0,,4.0371017239999984,-3.207985547,-2.77676709
4993,Newton 2-23-258-1,"create/update resume, provide client with job leads, have client register with edd office. (cal-jobs)",A Little progress,developmental asset,Homeless. was staying in the park but have now been placed in a room. Family shares a house with other family. Client is not sure how long she will be able to stay there.,face spme kind of problem,retest,19.0,2,13.0,,-2.575140689,,5.327889463
5039,Newton 2-23-263-1,enrolled client in community service program here at voa. ,Some progress,get mentored for school/work,100 hours of community service,face spme kind of problem,retest,19.0,1,13.0,,-0.224555817,,0.305132517
5047,Newton 2-23-266-1,cm will provide substance abuse & anger management workshops.,Task/Service successfully completed,substance abuse/anger management/life skill,"Client needs to complete probation requirements, and has conditions.","id, work related isssues",retest,15.0,2,13.0,,2.06949162,-1.70102304,-4.112032952
5055,Newton 2-23-272-1,clients strategy plan will be to commit to program activities to complete probation requirements. ,Task/Service successfully completed,get mentored for school/work,"Client is currently on probation for Robbery, clients probation requirements our to complete requirements to get off probation.",face spme kind of problem,retest,16.0,1,13.0,-6.285877175,1.453484442,-0.776815725,-5.485774558999998
5073,Newton 2-23-274-1,team will assist client meet all requirements in order to terminate his probation. ,Task/Service successfully completed,get mentored for school/work,Client is currently on probation an needs assistance meeting all requirements.,"id, work related isssues",retest,17.0,1,13.0,,3.526376804,-0.971796788,-1.62077402
5105,Newton 2-23-276-1,team will refer client to our in house anger management classes.,Task/Service successfully completed,substance abuse/anger management/life skill,Client is Currently on probation and part of her requirement is to complete Anger Management classes. ,face spme kind of problem,retest,17.0,2,13.0,,1.36783402,0.774168876,-2.667041615
5129,Newton 2-23-278-1,team will assist client fulfill his probation obligations at our voa site. ,Task/Service successfully completed,get mentored for school/work,Probation. Assistance meeting his probation requirements. ,face spme kind of problem,retest,18.0,1,13.0,,1.18470287,,-0.867678965
5147,Newton 2-23-279-1,team will referred client to all our in house services in order to terminate his probation.,Task/Service successfully completed,get mentored for school/work,Client is currently on probation an needs assistance meeting all requirements.,"id, work related isssues",retest,19.0,1,13.0,,4.000329508,,-3.299475284
5199,Newton 2-23-286-1,cm will facilitate anger management workshops for client. cm will make sure client attends all workshops needed to complete services as directed through cm.,Task/Service successfully completed,get mentored for school/work,Client is in need of Anger Management workshops. ,anger related issues,retest,24.0,2,13.0,,-3.289973952,,-2.956039882
5217,Newton 2-23-287-1,cm will implement a plan 1x a week for client to come into office for individual counseling services that cm will provide client. cm will via phone client for a friendly reminder to come into office for sessions being conducted at voala. ,Task/Service successfully completed,get mentored for school/work,Client is in need of individual counseling services. ,anger related issues,retest,17.0,1,13.0,,1.758784263,,-2.667041615
5267,Newton 2-23-290-1,team will find ways to get client into an emergency shelter through our volunteers of america program. ,Task/Service successfully completed,get mentored for school/work,Client needs assistance finding housing,"id, work related isssues",retest,20.0,1,13.0,,1.652324329,-0.19308914,-2.956039882
5279,Newton 2-23-291-1,cm will refer client to in house workshops.,Task/Service successfully completed,get mentored for school/work,Client needs Life skills workshops. Client has issues in regards to the Loss of her brother.,"id, work related isssues",retest,20.0,2,13.0,,0.101680875,,-3.299475284
5292,Newton 2-23-310-1,team will advise client to re-enroll back into school and continue her education.,Task/Service successfully completed,get mentored for school/work,Client needs to go back to school to obtain her High school diploma.,"id, work related isssues",retest,18.0,2,13.0,,4.119909622,,-1.511048545
5350,Northeast-20-10-3,ciw will take the clt to dmv to obtain id,Good progress,get mentored for school/work,Client needs ID,"id, work related isssues",retest,24.0,2,14.0,-5.852981064,-1.461836947,,-0.7730306790000001
5352,Northeast-20-18-3,cm will assist clt in finding comunity services to please the court,A Little progress,get mentored for school/work,Court expectations: including community service must be completed.,face spme kind of problem,retest,22.0,1,14.0,1.232504936,-0.187985426,,1.846353983
5358,Northeast-20-123-2,provide clt with therapy referral.,No progress,developmental asset,CLT struggles with depression.,anger related issues,retest,22.0,2,14.0,-3.5483179810000003,-2.716906154,,0.7841249990000001
5376,Northeast-20-130-3,gryd will assist clt at the social security office.,Task/Service successfully completed,get mentored for school/work,Fix name on social security card,face spme kind of problem,retest,19.0,2,14.0,-6.516448561,-1.176408722,,-2.956039882
5380,Northeast-20-162-3,will assist clt clear his vandalism court ticket by referring him to places where he can complete his community service hours.,N/A - not applicable to this phase,get mentored for school/work,CLT received a vandalism ticket from the court.,anger related issues,retest,16.0,1,14.0,1.841259301,-1.220271614,,4.844359719
5394,Northeast-20-222-2,client is in need of encouragement and guidance ,Some progress,get mentored for school/work,Client currently on probation. Struggles with self motivation and commitment ,face spme kind of problem,retest,19.0,1,14.0,,,,6.760912187000001
5398,Northeast-20-226-2,introduce clt to alternative social circles.,Some progress,get mentored for school/work,CLT is still associated with the community. ,anger related issues,retest,20.0,1,14.0,-1.317764173,-1.294372257,,-3.119351285
5408,Northeast-20-228-2,cm will provide clt with substance abuse referrals.,No progress,substance abuse/anger management/life skill,CLT struggles with substance abuse.,anger related issues,retest,21.0,1,14.0,-5.387754802999999,-0.213292776,4.538060202,-2.956039882
5418,Northeast-20-243-2,cm will refer clt to new social circles.,Good progress,get mentored for school/work,CLT still associates with the community.,anger related issues,retest,21.0,1,14.0,3.43122192,-0.771480735,,5.832900107
5426,Northeast-20-249-2,provide referral to therapy.,N/A - not applicable to this phase,developmental asset,CLT struggles with depression.,anger related issues,retest,18.0,1,14.0,0.14022482,-1.264470156,,-0.391092355
5447,Northeast-20-268-2,encourage clt to be consistent with attendance.,A Little progress,get mentored for school/work,Improve school grades,face spme kind of problem,retest,19.0,2,14.0,1.148317533,-5.360170343,,9.591646737
5465,Northeast-20-269-2,cm will provide mentoring and have client participate in positive programs and activities such as yes which client will enjoy due to his passion for tagging and art,N/A - not applicable to this phase,developmental asset,"Client in need of school support, needs encouragement and mentoring",anger related issues,retest,17.0,1,14.0,,-5.717040762000001,-1.192397678,8.615596171
5473,Northeast-20-284-2,cm guided client through creating a cover letter. ,Good progress,get mentored for school/work,"Lacks job readiness preparation- CM will assist client in preparing client for interviews and with work etiquette.


",face spme kind of problem,retest,18.0,2,14.0,,1.979545397,1.682093698,-5.196776292
5482,Northeast-20-292-1,cm will assist clt in enrolling into ged or high school diploma equivalent program.,Some progress,get mentored for school/work,CLT did not graduate from high school.,anger related issues,retest,22.0,1,14.0,5.503520968999998,6.544748311,,-1.568775751
5490,Northeast-20-294-2,cm has guided client through employment applications. ,Excellent progress,get mentored for school/work,Client is homeless,face spme kind of problem,retest,20.0,2,14.0,,6.638142279,4.642022216,-2.557804356
5499,Northeast-20-297-2,cm will provide school support ,A Little progress,developmental asset,Client is behind on school credits ,face spme kind of problem,retest,16.0,1,14.0,0.620966404,0.603000385,,2.549186175
5526,Northeast-20-303-1,cm will assist clt in enrolling into school.,N/A - not applicable to this phase,get mentored for school/work,CLT dropped out of High School.,anger related issues,retest,22.0,1,14.0,1.4023351309999998,2.064038528,,2.132062178
5543,Northeast-20-306-1,cm will offer assistance in communicating with transitional housing staff to follow up on process.,A Little progress,get mentored for school/work,CLT and family are living in transitional housing awaiting for their own place through section 8.,anger related issues,retest,18.0,1,14.0,,0.367914361,2.068596841,2.989702912
5561,Northeast-20-308-1,cm has provided client with assistance in receiving food vouchers. ,Task/Service successfully completed,developmental asset,Client is in financial hardship.,face spme kind of problem,retest,15.0,1,14.0,,1.989580047,1.942501175,2.369913383
5593,Rampart 1-12-391-2,participant will be referred to substance abuse groups or na ,N/A - not applicable to this phase,substance abuse/anger management/life skill,Participant showed case manager that he has issues with focusing on daily task. ,face spme kind of problem,retest,18.0,1,17.0,-0.298003354,-0.038860867,,-0.878614875
5690,Rampart 1-12-518-1,his substance abuse when he is stressing,Good progress,substance abuse/anger management/life skill,Participants has problem managing his time. ,face spme kind of problem,retest,18.0,1,17.0,,1.156294713,,2.581081777
5732,Rampart 1-12-531-2,"follow ups, individual meetings",Some progress,get mentored for school/work,Anger Problems,need something,retest,18.0,2,17.0,-3.896482613,-9.52112886,,0.097254196
5796,Rampart 1-12-536-1,client continues to do her tutoring and to do better for herself.,Good progress,get mentored for school/work,wants to build a relationship with father who has not been part of her life.,face spme kind of problem,retest,15.0,2,17.0,,3.516329395,,-2.956039882
6164,Southeast 2-20-85-1,cm referred clt to work source to get guard card so that he can get a security job. ,Task/Service successfully completed,get mentored for school/work,In need of Guard Card to get hired as a Security Guard. ,anger related issues,retest,21.0,1,20.0,2.78354431,-0.033543611,-2.785404053,0.604028177
6166,Southeast 2-20-127-1,refer her to work ready program,Some progress,get mentored for school/work,Clt problem is keeping a job,anger related issues,retest,24.0,2,20.0,1.229117442,0.962373809,,-1.28062869
6205,BVCB-0-88-3,client has engaged employment counseling services. receives job leads and assitance with employment search from cm/ciw,Good progress,job readiness,client requested assistance with job search,"id, work related isssues",retest,22.0,1,22.0,-3.1654272260000003,0.6571117120000001,,-2.015356484
6276,BVCB-0-129-2,client received referral to dmh to access counseling services. client works closely with cm/ciw to maintain compliance,Good progress,get mentored for school/work,Client has open custody case with DCFS,face spme kind of problem,retest,25.0,1,22.0,-0.108021771,0.291448432,-1.567955024,-3.408349552
6360,BVCB-0-158-3,client receives weekly emails in addition to one on one assistance with job applications and referrals,A Little progress,get mentored for school/work,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,25.0,2,22.0,,0.236864231,,11.45305937
6400,BVCB-0-192-4,client has engaged cm/ciw for employment counseling services,Some progress,job readiness,CLIENT IS IN NEED OF MENTORING FROM CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,20.0,2,22.0,-3.833602499,-0.5626288939999999,,-2.670331687
6406,BVCB-0-192-5,cm/ciw maintain contact with client to provide advice during times of stress,Excellent progress,job readiness,CLIENT REQUESTED ASSITANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,21.0,2,22.0,-1.458968012,-0.110755345,,-2.326896285
6430,BVCB-0-222-2,client works continuously with cm/ciw on employment search,Excellent progress,get mentored for school/work,Unemployed and seeking permanent housing,face spme kind of problem,retest,25.0,1,22.0,1.022616555,5.752756525,2.296776807,0.104900034
6436,BVCB-0-225-3,client has engaged cm/ciw to receive employment counseling services,Good progress,job readiness,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH ,gang related issues,retest,23.0,1,22.0,,-2.176673279,,3.076035648
6460,BVCB-0-235-3,client maintains contact with cm/ciw to receive advice during times of stress,Good progress,job readiness,CLIENT REQUIRES CONSISTENT CONTACT FROM CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS ,face spme kind of problem,retest,21.0,1,22.0,,0.786534957,,6.624652402000001
6468,Southwest 1-15-238-1,client works continuously with cm/ciw on employment search. receives job leads and resume assistance,Task/Service successfully completed,get mentored for school/work,Unemployed,face spme kind of problem,retest,23.0,1,22.0,-1.485434485,1.856160085,-2.2001916130000003,1.4484814469999998
6480,Southwest 1-15-260-2,"client engaged cm/ciw to access employment counseling services. job leads, resume, transportation assistance",Excellent progress,job readiness,Client is on probation seeking employment,gang related issues,retest,20.0,1,22.0,-2.943115492,1.017746535,-6.790298855,-4.329781489
6498,Southwest 1-15-269-1,client maintains consistent contact with cm/ciw to remain in compliance and engaged in programming,Excellent progress,get mentored for school/work,client is on probation for multiple absences and fighting.,face spme kind of problem,retest,26.0,2,22.0,-0.02222706,2.068344487,1.620153459,-0.46478095
6582,Southwest 1-15-270-2,client referred to amazon warehouse for employment,Task/Service successfully completed,get mentored for school/work,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,20.0,1,22.0,,5.567227717000001,3.145276172,-2.667041615
6606,Southwest 1-15-271-2,client found employment with panera bread,Task/Service successfully completed,get mentored for school/work,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,20.0,2,22.0,,5.230819873,2.511553728,-2.252356482
6667,Southwest 1-15-288-2,"client works closely with cm/ciw to engage employment counseling services. resume; online job search, etc.",Good progress,get mentored for school/work,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,21.0,2,22.0,,4.68191082,-0.102922028,-5.485774558999998
6692,Southwest 1-15-289-1,assist client with employment search. help set up accounts on monster.com and other employer websites.,Some progress,get mentored for school/work,CLIENT IS SEEKING ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,23.0,2,22.0,4.463701432,-1.667011385,,16.75857606
6812,Southwest 1-15-290-1,client worked with cm on resume and received various job leads from cm/ciw,Task/Service successfully completed,get mentored for school/work,CLIENT IS IN NEED OF ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,24.0,2,22.0,-4.449574243,-0.718460084,,-1.800046812
7241,Southwest 1-15-296-2,cm provided client with ca id waiver,Task/Service successfully completed,developmental asset,CLIENT IS ON PROBATION,face spme kind of problem,retest,17.0,2,22.0,1.800762168,3.941661615,0.441754494,5.929466047999999
7281,Southwest 1-15-298-1,client receives emloyment counseling and job leads for the summer.,Good progress,get mentored for school/work,CLIENT REQUIRES MENTORING AND MOVITVATIONAL NUDGES TO MAINTAIN MOMEMTUM ACHEIVING POSITIVE GOALS. CLIENT BEHAVIOR TOWARD AUTHORITY FIGURES REQUIRES MENTORING AND CHECKS,face spme kind of problem,retest,17.0,2,22.0,1.7465806519999998,3.185777679,-0.501492157,2.802971592
7305,Southwest 1-15-301-2,client works consistently with cm/ciw to engage employment counseling services. regularly receives job leads and assistance with employment applications. resume writing,Excellent progress,get mentored for school/work,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,25.0,2,22.0,,2.97119503,1.179953414,0.269062644
7373,Southwest 1-15-304-3,cm assited client with draft of resume. client received job leads and general assistance with employment search as needed,Some progress,get mentored for school/work,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH AND RESUME,gang related issues,retest,17.0,2,22.0,,0.6424209479999999,,-3.931908953
7409,Southwest 1-15-305-2,cm maintains consistent contact with client to provide advice during times of stress ,Good progress,job readiness,CLIENT REQUIRES CONSISTENT CONTACT WITH CM TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,32.0,1,22.0,1.139585515,-0.15812412,,7.226228988
7433,Southwest 1-15-308-3,cm/ciw maintain consistent contact with client to give advice during times of stress,Good progress,job readiness,CLIENT REQUIRES CONSISTENT CONTACT WITH CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,18.0,2,22.0,4.210747065,2.348634367,,8.650079138999999
7445,Southwest 1-15-311-2,client has enrolled in dorsey high school. he keeps in touch with ciw to navagate potentially negative situations,Good progress,get mentored for school/work,CLIENT NEEDS TO COMPLETE HIGH SCHOOL DIPLOMA,"id, work related isssues",retest,14.0,1,22.0,,6.990339037,0.821285287,0.167652719
7469,Southwest 1-15-312-1,cloent recieves mentoring and support from staff as part of program plan,A Little progress,get mentored for school/work,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,26.0,1,22.0,,2.802340937,1.201572603,0.222089853
7475,Southwest 1-15-314-2,client received assistance with resume and referral to employers to facilitate jo search,Task/Service successfully completed,get mentored for school/work,CLIENT REQUESTED ASSISTANCE WITH JOB SEARCH,"id, work related isssues",retest,24.0,1,22.0,3.0993787910000004,3.22572737,,9.420174101
7531,Southwest 1-15-316-2,cm has assisted client with resume and employment search,Good progress,get mentored for school/work,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,24.0,1,22.0,1.063113687,1.891994981,,9.888960555
7681,Southwest 1-15-320-2,ciw maintains contact with client family and community in efforts to assist client. cm and ciw discuss strategy and engage as needed,Some progress,get mentored for school/work,CLIENT REQUIRES CONSISTENT MENTORING/MONITORING FROM CIW/CM TO NAVIGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,18.0,1,22.0,,-1.023193622,-0.7610205040000001,3.470618112
7711,Southwest 1-15-322-2,"client miw maintains contact with client, mother, and friends to assess his progress. client regularly engages ciw/cm to keep them up to date on day to day life",Some progress,get mentored for school/work,CLIENT REQUIRES CM/CIW SUPPORT TO NAVIGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,25.0,1,22.0,,7.431983555,,-2.432480481
7768,Southwest 1-15-334-2,cm/ciw maintain consistent contact with client to provide advice during times of stress,Good progress,job readiness,CLIENT REQUIRES CONSITENT CONTACT WITH CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,20.0,1,22.0,,-0.670754061,,7.045066471
7784,Southwest 1-15-346-2,client maintains contact with cm/ciw to engage advice and avoid crisis situations,Some progress,get mentored for school/work,CLIENT REQUIRES CONSISTENT CONTACT AND MONITORING FROM CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,17.0,1,22.0,,3.233126249,,2.716638857
7787,Southwest 1-15-348-3,client has engaged cm/ciw to receive employment counseling services,Some progress,job readiness,CLIENT HAS REQUESTED ASSISTANCE IN EMPLOYMENT SEARCH,gang related issues,retest,22.0,2,22.0,,1.038439181,,3.817343585
7799,Southwest 1-15-349-2,client maintains consistent contact with cm/ciw to receive advice in times of stress,Some progress,job readiness,CLIENT REQUIRES CONSISTENT CONTACT WITH CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,19.0,2,22.0,,-0.200154866,,3.762906451
7847,Southwest 1-15-350-2,cm/ciw mainitor client and maintain contact to mentor client and ensure compliance with p.o.,Some progress,get mentored for school/work,CLIENT IS ON PAROLE. ,face spme kind of problem,retest,28.0,1,22.0,1.710352351,5.030081815,0.15933597,1.0809506000000002
7895,Southwest 1-15-352-2,client has engaged cm/ciw to receive employment counseling services,Good progress,job readiness,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,33.0,2,22.0,,5.880564864,0.630911588,-2.127520825
7985,Southwest 1-15-355-2,client has engaged cm/ciw to access employment counseling services,Some progress,job readiness,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,18.0,2,22.0,,0.633055841,,4.106341853
8051,Southwest 1-15-366-2,cm/ciw maintain consistent contact with client to provide advice during times of stress,Some progress,job readiness,CLIENT REQUIRES CONSISTENT CONTACT WITH CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,16.0,2,22.0,,,,6.398588315
8071,Southwest 1-15-374-2,client maintains consistent contact with cm/ciw to receive advice during times of stress,Good progress,job readiness,CLIENT REQUIRES CONSISTENT CONTACT FROM CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,26.0,1,22.0,2.791803962,,,-1.909772288
8079,Southwest 1-15-375-2,cm/ciw maiantain consistent contact with client to provide advice during times of stress,Some progress,job readiness,CLIENT REQUIRESE CONSISTENT CONTACT FROM CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,17.0,1,22.0,,2.467233225,,8.713013319
8121,Southwest 1-15-381-2,client engaged cm/ciw to receive employment counseling,Good progress,job readiness,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,20.0,1,22.0,,0.004988258,,-3.460347822
8129,Southwest 1-15-384-2,client has engaged cm/ciw to receive employment counseling,Excellent progress,job readiness,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,22.0,1,22.0,,2.611908396,,0.295778448
8137,Southwest 1-15-387-2,client has engaged cm/ciw to receive employment counseling services,Some progress,job readiness,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,21.0,1,22.0,,1.748149541,,-3.334660957
8167,Southwest 1-15-393-2,client maintains client consistent contact with cm/ciw to receive advice during times of stress,Some progress,job readiness,CLIENT REQUIRES CONSISTENT CONTACT FROM CM/CIW TO NAVAGATE INTERPERSONAL ELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,17.0,2,22.0,,0.120415825,,4.321651525
8175,Southwest 1-15-397-2,cm/ciw maintain contact with client to provide advice during times of stress,Good progress,job readiness,CLIENT REQUIRES CONSISTENT CONTACT WITH CM/CIW TO NAVAGATE INTERPERSONAL RELATIONSHIPS AND AVOID POTENTIAL PROBLEMS WITH STREET AFFILIATIONS,face spme kind of problem,retest,17.0,2,22.0,,4.355445065,,0.908960657
8183,Southwest 1-15-398-2,client has engaged cm/ciw to receive employment counseling services,Some progress,job readiness,CLIENT REQUESTED ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,24.0,2,22.0,,,,-3.931908953
8191,Southwest 1-15-402-2,client engaged cm/ciw to receive employment cousneling,Some progress,job readiness,CLIENT REQUESTD ASSISTANCE WITH EMPLOYMENT SEARCH,gang related issues,retest,21.0,2,,,0.267951427,,-4.618779757
8204,Southwest 2-23-10-1,assist client with obtaining employment.,Excellent progress,get mentored for school/work,Participant is seeking individual consoling and domestic violence classes that are required by court due to her DCFS. Case Managers referred client to HOPICS.,face spme kind of problem,retest,22.0,2,23.0,-7.187357067000001,1.817153072,,-2.956039882
8224,Southwest 2-23-34-2,client is encourage to enroll into a drug class and that she will also enroll in a life skill class.,Task/Service successfully completed,substance abuse/anger management/life skill,client smokes marijuana and it has affected client ability to stay focus in school as well as at home.,face spme kind of problem,retest,17.0,2,23.0,,-6.140079459,,-1.908921081
8226,Southwest 2-23-35-3,client is currently in school.,Excellent progress,get mentored for school/work,client seek to complete here education plan in need of GED or high school diploma currently attending high school.,face spme kind of problem,retest,18.0,2,23.0,,2.060281571,,-1.803336884
8234,Southwest 2-23-48-2,client is seeing his family and state mental health counselor and has been improving on his behavior and education approach in school setting also client is doing one on one impact session with ciw and case manager from gryd.,Task/Service successfully completed,get mentored for school/work,client is a special education disorder student that causes him to think slower then some of his friends and peers. ,face spme kind of problem,retest,17.0,1,23.0,,1.679907296,2.765353522,-4.329781489
8242,Southwest 2-23-52-2,support client with self empowerment classes. teach client to feel confident in himself and say no to what goes against his beliefs ,Task/Service successfully completed,get mentored for school/work,CM and CIW identified that the barrier is when client walks home after school client gets curious about the negative crowd that hangs out in the area.,face spme kind of problem,retest,18.0,1,23.0,,4.239806186,2.253875903,-5.485774558999998
8252,Southwest 2-23-55-2,i want to utilize clients awareness that that is not the life he wants for his self and we will be having client attend self empowering and self awareness classes.,Task/Service successfully completed,get mentored for school/work,client live in a area of violence and client is constantly being bullied or encourage to be apart of his environment and community.,face spme kind of problem,retest,16.0,1,23.0,,4.6530402760000005,2.027546459,-5.485774558999998
8262,Southwest 2-23-58-2,client is being referral to see a mental health counselor to address client behavior and to see how can we help family with giving client a solution to his hyper ness. ,Task/Service successfully completed,get mentored for school/work,"client is very hyper and always seem to find himself getting into trouble with peers family and friends. impulsive and talks back, leads to arguments ",face spme kind of problem,retest,15.0,1,23.0,,3.917935161,,-2.959329954
8272,Southwest 2-23-61-2,ciw with the team and case manager are recommending client attend a drug awareness workshop class.,Excellent progress,get mentored for school/work,Participant has a marijuana problem that cause participant to lose focus and pay less attention to education opportunity.,face spme kind of problem,retest,16.0,2,23.0,,0.950140054,,0.21879978100000005
8278,Southwest 2-23-65-2,gang awareness life skills workshops will be provided,Task/Service successfully completed,substance abuse/anger management/life skill,Client hangs out with gang members and is a risk of becoming active.. ,face spme kind of problem,retest,17.0,2,23.0,,-0.8884880070000001,-0.051440314,-2.956039882
8286,Southwest 2-23-67-2,participant has receive her own apartment after being in a young adult women with child care cottage. participant is currently under supper vision of the gryd and care cottage family to case manage participant progress and agreement of fulfilling her dcfs court order. ,Task/Service successfully completed,get mentored for school/work,client lives in a women's and children transitional shelter and is ready to get a job and move out with her daughter. ,face spme kind of problem,retest,22.0,2,23.0,,,2.780027553,-5.485774558999998
8294,Southwest 2-23-75-1,ciw has been mentoring client and have been able to do impact session with client and other clients to give participant a opportunity to speak and communicate with other peers his age and to open up about any thing clients have been face with growing up and had to deal with living in his communities,Excellent progress,get mentored for school/work,"Client has low self esteem issues, client is shallow with communication and needs to build up self esteem. Client seems to be in a shell.",face spme kind of problem,retest,17.0,1,23.0,,3.69313113,,-3.877471819
8296,Southwest 2-23-76-1,client will attend gang awareness classes.,Task/Service successfully completed,substance abuse/anger management/life skill,Client is a 14 year old who lives in the GRYD area and has family members that are active due to being clients family members client is at risk in being influenced. ,face spme kind of problem,retest,15.0,1,23.0,,2.235513108,1.326182413,-3.69734782
8298,Southwest 2-23-77-2,client is currently attending school seeking a high school diploma.,Excellent progress,get mentored for school/work,client education is the main focus and strategy to her being successful in life,face spme kind of problem,retest,13.0,2,23.0,,2.66639511,,-3.248328222
8305,Southwest 2-23-80-1,"participant referred to mental health services, el nido family center & youth workforce. also, attend sugar hill swii gryd young adult public forum - pro-social learning. ",Task/Service successfully completed,get mentored for school/work,Poor Family Relations according to Participant Earl Jordan - Anti-Social Behavior Awareness - Low Self-Awareness - Anger Management.,face spme kind of problem,retest,19.0,1,23.0,,1.689144995,,-1.803336884
8311,Southwest 2-23-81-1,ciw will tutor client and mentor client and team will have client be referral to are mental health counselor to evaluate her ability to coop with the pressure of every day life and trauma that client experience living in the community that violence arises every day.,Excellent progress,get mentored for school/work,"Poor academic scores and better nutritional habits. Anti-Social Influences - Low Self-Esteem, poor etiquette & social skills.",face spme kind of problem,retest,17.0,2,23.0,,4.543652912,,-3.69734782
8324,Southwest 2-23-82-1,have client visit the office so we can apply for a social security card. ,Task/Service successfully completed,get mentored for school/work,Client lost his social security card. ,face spme kind of problem,retest,15.0,1,23.0,,1.130053294,2.253875903,-4.112032952
8342,Southwest 2-23-83-1,ciw and case manager discuss with client about going to dpss to get general assistance. ciw transported client to dpss and now client has a ebt card.,Task/Service successfully completed,get mentored for school/work,participant financial status has no job now mom is asking him to help out with bills at home. EBT cal fresh and job,face spme kind of problem,retest,18.0,1,23.0,,0.378158217,,-3.299475284
