ID,Strategy,Progress,Classification,Strategy_Label
Southwest 1-15-290-1,client referred to la conservation corps for h.s. diploma,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-290-1,client received referrals to ca dmv website for practice tests and staff works with her to schedule the test that she may no loger generate traffic tickets,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-290-1,client received referral to la city attorney heart homeless court to receive community service hours,Task/Service successfully completed,2,Engage in community service
Southwest 1-15-290-1,client consistently discusses employment options and receives employment leads from cm/ciw,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-290-1,client has ongoing discussion with cm/ciw regarding options for part time work/school schedule; discussions include potential campuses and programs for study,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-290-1,case manager requested funds to purchase interviewing outfits for client,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-290-1,"client works consistently with cm/ciw to engage employment counseling services; resume writing, job search",Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-290-1,client receieved referral to snl youth squad-mlk park. cm/ciw provided interview prep assistance ,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-290-1,client followed job lead and secured employment as security guard at cvs,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-290-1,client received referral for security guard training,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-290-2,client has engaged cm to receive vocational/college counseling,Some progress,4,Counseling service
Southwest 1-15-290-2,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-290-2,cm/ciw maintain consistent contact to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-296-2,cm provided client with ca id waiver,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-296-2,cm/ciw has assisted client locate school for enrollment,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-296-2,ciw maintains contact with client and friends to monitor day to day activities,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-296-2,ciw/cm has engaged client in employment counseling services,Some progress,4,Counseling service
Southwest 1-15-298-1,client receives emloyment counseling and job leads for the summer.,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-298-1,client worked as an independent vendor at snl selling baked goods to the community,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-300-1,client received referral for housing assistance; 211 family solutions center/hopics,No progress,0,Mentorship for school/job readiness
Southwest 1-15-301-2,client works consistently with cm/ciw to engage employment counseling services. regularly receives job leads and assistance with employment applications. resume writing,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-301-2,client followed employment referral to csc staffing and was hired ,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-301-2,cm submit request for funds to purchase uniform pants,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-301-3,client has engaged cm/ciw to receive housing counseling/assistance,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-301-3,client providedwith referral for low income housing through healthy housing foundation with aids health foundation,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-301-3,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-301-3,client maintains consistent contact with cm/ciw to receive advice during times of stress,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-302-2,client has engaged cm/ciw in employment counseling services,Good progress,4,Counseling service
Southwest 1-15-302-2,cm/ciw consistently monitors client to offer advice and assistance during times os stress,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-304-1,client received assistance with resume and receives job leads on a weekly basis. client has also been invited to participate in employment activities at the office to receive more support during the search. ciw continues to motivate client during the search ,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-304-1,client maintains connection to ciw and touches bases when in need,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-304-3,cm assited client with draft of resume. client received job leads and general assistance with employment search as needed,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-304-3,client received referral ,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-304-3,ciw and cm remain in constant contact regarding client program plan. ciw is in regular contact with client and client support network,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-305-2,cm maintains consistent contact with client to provide advice during times of stress ,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-305-2,client has engaged case manager for employment counseling services. ,Good progress,4,Counseling service
Southwest 1-15-305-2,client found employment at car wash,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-305-2,client found employment with landscaping company,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-306-2,client engaged cm for educational counseling. discussed financial aid and enrollment process. client was motivted to pursue her goal,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-306-2,client receieved employment counseling and resume from case management,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-306-2,client hs found employment with child care provider. reported improved relations and professionalism,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-306-2,client maintains consistent contact with cm/ciw to discuss stressful situations or get advice navagating situations,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-308-2,client received fee waiver for dmv ,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-308-2,client maintains consistent contact with cm/ciw to obtain advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-308-2,client has engaged cm/ciw for employment counseling,Some progress,4,Counseling service
Southwest 1-15-308-3,cm/ciw maintain consistent contact with client to give advice during times of stress,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-308-3,client has engaged cm/ciw to recieve employment counseling services,Good progress,4,Counseling service
Southwest 1-15-310-1,client keeps in touch with case manager for employment leads and support with job search,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-310-1,client regularly engages ciw for mentorship and reaches out to case managers for assistance with transportation and other issues he requires guidance to navagate,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-311-2,client has enrolled in dorsey high school. he keeps in touch with ciw to navagate potentially negative situations,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-311-2,client regularly updates ciw on day to life to avoid crisis situations,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-311-2,client meets with ciw/cm for employment counseling and services,A Little progress,4,Counseling service
Southwest 1-15-311-2,ciw/cm have consistently provided client job leads and offered assistance with resume writing. staff also regularly meets/speaks with mother regarding client employment goals and address her concerns,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-312-1,cloent recieves mentoring and support from staff as part of program plan,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-314-2,client received assistance with resume and referral to employers to facilitate jo search,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-314-2,client continues to receive referrals to increase income and support family,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-314-2,client found new employer-food packing. after previous employer let him go,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-314-2,client received referral for security guard training,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-314-2,cm/ciw maintain contact with client and offer employment counseling and provide mentorship in times of emotional stress and difficulty,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-314-2,client requires mentoring to assist improving appearance during interview. ,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-315-1,client referred to 211 to access family soulutions center,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-315-1,check request drafted to cover cost of training,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-315-1,client referred to dental tech program located with los angeles city college,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-315-1,client works with cm/ciw to engage employment counseling services. resume writing and job search; job training,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-315-1,client received referral to building and grounds maintenance certificate. completed class.,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-315-2,client received referral to lahsa for housing assistance ,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-315-2,"client has received referrals to various low income properties, 211 family solutions center",Good progress,0,Mentorship for school/job readiness
Southwest 1-15-315-2,client received application assistance for low income housing with housing authority of los angeles,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-315-2,client maintains consistent contact with cm/ciw to receive advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-315-2,client has engaged cm/ciw to receive employment counseling services,Good progress,4,Counseling service
Southwest 1-15-316-2,cm has assisted client with resume and employment search,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-316-2,client found employment with gate gourmet,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-316-2,client found employment with fedex,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-316-2,client receives tap cards and bus tokens ,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-316-2,client purchased items from target for client newborn,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-319-2,cm/ciw maintains consistent contact with client to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-319-2,cm/ciw engaged client family to monitor arrest and provide support as needed,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-319-2,cm/ciw has engaged client and encourages him to approach individuals within his support network that can assist him prior to possible engagement in activities which lead to negative outcomes,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-319-2,cm/ciw has engaged client to ensure compliance,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-319-2,cm/ciw has engaged client in mentoring to encourage follow through,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-320-2,ciw maintains contact with client family and community in efforts to assist client. cm and ciw discuss strategy and engage as needed,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-320-2,"cm/ciw have encouraged the client to work with staff to draft resume, obtain work permit, and begin job search on consistent basis",Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-320-2,cm/ciw will try to engage client with program events-jc college tour and employment orientations to generate discussion regarding future earning potential,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-320-2,client is working with his ,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-320-2,cm/ciw encourage client to return to school and suggest various agencies he can obtain his needed degree,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-322-2,"client miw maintains contact with client, mother, and friends to assess his progress. client regularly engages ciw/cm to keep them up to date on day to day life",Some progress,0,Mentorship for school/job readiness
Southwest 1-15-322-2,client received referral to security guard training program,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-322-2,client consistently works with cm/ciw to engage employment counseling services. resume writing and employment leads as well as assistance with employment applicaitons,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-322-2,client received fee waiver for id,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-331-2,"client has worked consitently with cm to engage employment services. online job searches, and job leads",Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-331-2,client has founs employment with zancoo chicken company,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-331-2,client informed me that he is working with csc staffing,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-331-2,client was assesed for services and received referral to housing services provider hopics,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-331-2,client maintains consistent contact with cm/ciw while completing tasks to remain in compliance. client no longer on probation,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-331-2,cm/ciw maintains consistent contact with client to provide advice during times of stress,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-331-2,client has engaged cm to complete hours ,Task/Service successfully completed,2,Engage in community service
Southwest 1-15-333-2,"client has worked consistently with cm to engage employment counseling services. resume writing, job search, job leads, etc.",Good progress,0,Mentorship for school/job readiness
Southwest 1-15-333-2,client consistently contacts cm to discuss day to day life and get advice to navagate stressful situations,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-333-2,client has received fee waiver to obtain state id,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-334-2,cm/ciw maintain consistent contact with client to provide advice during times of stress,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-334-2,client has engaged cm/ciw for employment counseling services,Excellent progress,4,Counseling service
Southwest 1-15-339-1,cm has engaged client in employment counseling services,Good progress,4,Counseling service
Southwest 1-15-340-1,client received fee waiver for ca id,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-340-1,"client is working with case management. receives job referrals, resume assistance, employment counseling",A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-340-2,client has engaged employment counseling services to seek improved wages and other employment services,Some progress,4,Counseling service
Southwest 1-15-340-2,staff has met with client to assess specific needs-,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-340-2,ciw maintains close contact with client to monotor day to day activity and offer advice to prevent client from reaching crisis ,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-341-1,client received homeless waiver for ca id. printed application for social security card. check request for birth certificate fee drafted.,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-341-1,client has received referrals to serveral employers. he will continue to work with case management during his employment search.,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-341-1,"client was assessed and referred to housing assistance programs in the spa. hopics, tesimonial of love, and voa",A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-343-1,ciw took client to pick up iep paperwork for enrollment,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-343-1,client ciw took him to enroll in junior college bridge program for high school diploma,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-344-1,client received referral for guard training,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-344-2,client has engaged case management for employment couseling and referrals,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-346-2,client maintains contact with cm/ciw to engage advice and avoid crisis situations,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-348-1,client maintains contact with cm to receive advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-348-1,client has engaged cm for employment counseling services,Some progress,4,Counseling service
Southwest 1-15-348-2,client has engaged cm/ciw to receive employment counsesling services,Excellent progress,4,Counseling service
Southwest 1-15-348-2,client maintains contact with cm/ciw to receive advice during times of stress,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-348-3,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-348-3,cm/ciw maintain constistent contact to deliver advice during times of need,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-349-1,cm/ciw maintain consistent contact with client to dispense advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-349-1,client engaged cm for college counseling services,Good progress,4,Counseling service
Southwest 1-15-349-1,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-349-2,client maintains consistent contact with cm/ciw to receive advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-349-2,client engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-349-2,client successfully employed with pets mart,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-349-2,client engaged cm for college counseling services,Some progress,4,Counseling service
Southwest 1-15-349-2,client received vocational counseling-career planning; enrolled in school of mae up for certificate in beauty and bridal make up,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-349-2,cm/ciw engaged client to make referrals for immigration assistance,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-350-1,"client receives job leads, employment counseling and other employment related services on an ongoing basis",Some progress,0,Mentorship for school/job readiness
Southwest 1-15-350-1,client regularly engages cm/ciw to discuss day to day life and get advice as needed to avoid crisis,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-350-2,cm/ciw mainitor client and maintain contact to mentor client and ensure compliance with p.o.,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-350-2,client has engaged cm/ciw to receive employment counseling services,Good progress,4,Counseling service
Southwest 1-15-350-2,client maintains contact with cm/ciw to receive advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-350-2,client has engaged cm to receive assistance with search for housing,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-352-1,cm/ciw maintains consistent contact with client to provide advice during times of stress,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-352-1,client maintains consistent contact with cm/ciw and follows case plan to remain in compliance ,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-352-2,client has engaged cm/ciw to receive employment counseling services,Good progress,4,Counseling service
Southwest 1-15-352-2,client maintans contact with cm/ciw to follow case plan and maintain compliance ,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-352-2,client maintains consistent contact with cm/ciw to receive advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-352-2,"client has engaged cm/ciw to receive housing navagation assistance/mentoring whist moving around. sue to instability in housing, client has been seeking contract employment that allows her a place to live-in care provider. ",Some progress,0,Mentorship for school/job readiness
Southwest 1-15-352-2,client found limited 6 month contract for work in fresno. she comes to los angeles on the weekends. regular calls with cm/ciw to negotiate interpersonal relationships. mentoring discussion regarding housing upon return,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-352-2,"client received housing referrals upon return to the los angeles-healthy housing foundation, housing authority, etc. ",Some progress,0,Mentorship for school/job readiness
Southwest 1-15-353-1,client maintains contact with cm/ciw to receive advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-353-1,client receieved fee waiver for dmv,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-353-2,cm/ciw maintain consistent contact with client to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-353-2,client has engaged cm/ciw for employment counseling services,Some progress,4,Counseling service
Southwest 1-15-353-2,client engages cm for college counseling services,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-354-1,cm/ciw maintain consistent contact with client to provide advice during stressful situations,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-354-1,client has engaged the college tours offered by the program,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-354-1,client has engaged cm for college counseling,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-354-1,client has engaged employment counseling services,Some progress,4,Counseling service
Southwest 1-15-354-1,client received fee waiver for ca id,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-354-2,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-354-2,client has engaged ciw to receive college counseling and participate in agency sponsored college tours,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-354-2,client maintains consistent contact with cm/ciw to recieve advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-355-1,cm/ciw regularly touch bases with client to ascertain status of client relationships and overall level of stress,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-355-1,client participates in cbi college tour ,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-355-1,client has engaged case management for college counseling,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-355-1,client has received fee waiver for ca id. staff will transport client to dmv and/or schedule appointment for services,No progress,0,Mentorship for school/job readiness
Southwest 1-15-355-1,client will work with cm to create resume and begin employment search. ,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-355-2,client has engaged cm/ciw to access employment counseling services,Some progress,4,Counseling service
Southwest 1-15-355-2,cm/ciw maintain regular contact with client to offer advice during potentially stressful situations ,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-355-2,cm has discussed participation in college tour with client,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-356-1,client has engaged cm/ciw for employment counseling,A Little progress,4,Counseling service
Southwest 1-15-356-1,ciw maintains consistent contact with client to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-356-2,client cm/ciw maintain consistent contact to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-356-2,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-357-1,cm/ciw maintain consistent contact with client to provide advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-357-1,client engaged cm/ciw for employment counseling services,Some progress,4,Counseling service
Southwest 1-15-357-1,client engaged cm for college counseling assistance ,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-357-1,client engaged program college tours,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-357-2,client has engaged cm for college counseling,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-357-2,client has engaged cm/ciw for employment counseling services,Some progress,4,Counseling service
Southwest 1-15-357-2,client maintains contact with cm/ciw to receive advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-358-1,client has engaged program college tours,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-358-1,client maintains consistent contact with cm/ciw to obtain advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-358-2,cm/ciw maintain consisten contact with client to offer advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-358-2,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-358-2,client has enggaed cm to received college counseling services,Some progress,4,Counseling service
Southwest 1-15-358-2,client was assessed and referred to lahsa for assistance,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-359-1,client maintains consistent contact with cm/ciw to obtain advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-359-1,client has engaged cm/ciw for employment counseling,Good progress,4,Counseling service
Southwest 1-15-359-1,client has engaged cm for college counseling services,Good progress,4,Counseling service
Southwest 1-15-359-1,client participates in program college tours,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-359-2,client has engaged cm to receive college counseling services,Some progress,4,Counseling service
Southwest 1-15-359-2,cm/ciw maintains consistent contact with client to provide advice during time of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-360-1,client maintains consistent contact with cm/ciw to obtain advice and avod potentially stressful situations,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-360-1,client received fee waiver to obtain ca id,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-360-2,client manintans consistent contact with cm/ciw to receive advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-360-3,cm has begun procurement process to facilitate assistance,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-360-3,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-360-3,cm/ciw maintain consistent contact with cm/ciw to receive advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-361-2,cm has engaged client to monitor activites and provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-361-2,client has engaged cm to receive employment counseling,Some progress,4,Counseling service
Southwest 1-15-362-1,client maintains contact with cm/ciw to receive advice in times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-365-1,client cm/ciw maintain consistent contact through campus visits and other contacts to mentor client through streeful situations,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-365-1,client was provided dmv fee wiver to obtain id,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-365-1,client has engaged staff for employment counseling services,A Little progress,4,Counseling service
Southwest 1-15-365-1,client has received tokens for transportation,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-365-2,"client has engaged cm to receive college counseling services-college tours, financial aid, etc.",Good progress,0,Mentorship for school/job readiness
Southwest 1-15-365-2,cm/ciw maintain consistent contact with client to offer advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-366-1,cm has engaged client in college counselign services,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-366-1,cm/ciw maintain consitstent contact with client to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-366-2,cm/ciw maintain consistent contact with client to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-366-2,client has engaged cm for college counseling services,Some progress,4,Counseling service
Southwest 1-15-367-1,client maintains contact with ciw/cm to obtain advice in stressful situations,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-367-1,client received fee waiver to obtain ca id,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-368-2,client maintains consistent contact with cm/ciw to receive advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-368-2,client has engaged cm for college counseling services,Some progress,4,Counseling service
Southwest 1-15-370-1,client maintains consistent contact with cm/ciw to receive advice during times of stress,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-370-1,client has engaged cm/ciw to maintain compliance. community service/cousneling,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-370-2,client maintains contact with cm/ciw to remain in compliance. community service/counseling,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-370-2,client maintains contact with cm/ciw to receive advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-371-1,"cm, ciw, and msw will meet with client to suggest programs which may assist client control his drinking",N/A - not applicable to this phase,0,Mentorship for school/job readiness
Southwest 1-15-371-1,cm/ciw maintain consistent contact to provide advice in times of stress,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-371-1,client and father have engaged c m/ciw for assistance to complete hours,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-371-1,cm/ciw monitor client activity to ensure he follows case plan to remain in compliance ,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-372-1,client has engaged cm/ciw to receive employment counseling service,Some progress,4,Counseling service
Southwest 1-15-372-1,cm/ciw maintain consistitent contact to provide client with advice during times of stress,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-372-3,cm/ciw maintain consistent contact with client to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-372-3,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-373-1,cm/ciw to maintain contact with client to provide advice during times of stress,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-373-1,cm/ciw to monitor client to ensure completion of probation requirements,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-374-1,client has engaged cm/ciw to receive employment counseling services,Excellent progress,4,Counseling service
Southwest 1-15-374-1,client successfully employed at warehouse,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-374-2,client maintains consistent contact with cm/ciw to receive advice during times of stress,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-374-2,client engaged cm/ciw to receive employment counseling services,Excellent progress,4,Counseling service
Southwest 1-15-375-1,cm/ciw maiantant consistent contact with client to dispense advice during times of need,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-375-1,cm/ciw engaged client in employment search,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-375-2,cm/ciw maiantain consistent contact with client to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-375-2,client has engaged cm/ciw to receive support and maintain compliance with p.o.,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-375-2,client has enrolled in school and is attending regularly. he is also playing for the football team,Excellent progress,0,Mentorship for school/job readiness
Southwest 1-15-375-2,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-376-1,client engaged cm/ciw to receive employment counseling services,Task/Service successfully completed,4,Counseling service
Southwest 1-15-376-1,client was hired as assistant manager at kid's footlocker in ohio,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-377-1,client has engaged cm/ciw to receive employment counseling services,Some progress,4,Counseling service
Southwest 1-15-377-1,cm/ciw maintain consistent contact with client to offer advice during times of stress,Some progress,0,Mentorship for school/job readiness
Southwest 1-15-379-1,cm/ciw to maintain contact with client and parent to encourage and dispense advice during times of stress,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-379-1,cm/ciw engage client in college/employment counseling. motivating client to complete high school by introducing job descriptions and encouraging him to look at salary ranges,A Little progress,0,Mentorship for school/job readiness
Southwest 1-15-380-1,cm/ciw manintain consistent contact with client to provide advice during times of stress,Good progress,0,Mentorship for school/job readiness
Southwest 1-15-380-1,client has engaged cm/ciw to receive employment counseling services,Good progress,4,Counseling service
Southwest 1-15-380-1,client has neen accepted at live in job corps program,Task/Service successfully completed,0,Mentorship for school/job readiness
Southwest 1-15-380-2,client engaged cm/ciw to receieve employment counseling ,A Little progress,4,Counseling service
Southwest 1-15-380-2,cm/ciw maintain cosiststent contact with client to provide advice during times of stress,Some progress,0,Mentorship for school/job readiness
