ID,Problem,Strategy,Progress,Problem_Classification,Problem_Label
Southwest 1-15-355-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO ACCESS EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-355-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN REGULAR CONTACT WITH CLIENT TO OFFER ADVICE DURING POTENTIALLY STRESSFUL SITUATIONS ,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-355-2,client wishes to tour nearby junior colleges and colleges within the city,CM HAS DISCUSSED PARTICIPATION IN COLLEGE TOUR WITH CLIENT,Good progress,0,Emotional/behavior issues
Southwest 1-15-356-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW FOR EMPLOYMENT COUNSELING,A Little progress,1,Need assistance with employment search
Southwest 1-15-356-1,client requires consistent cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CIW MAINTAINS CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-356-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT CM/CIW MAINTAIN CONSISTENT CONTACT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-356-2,client has requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-357-1,cliet requires mentoring/motivational contact with cm/ciw to navagate interpersoanal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE IN TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-357-1,client requested assistance with employment search,CLIENT ENGAGED CM/CIW FOR EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-357-1,client requested assistance with college search/options,CLIENT ENGAGED CM FOR COLLEGE COUNSELING ASSISTANCE ,Some progress,0,Emotional/behavior issues
Southwest 1-15-357-1,client requested access to college tour-desires to visit local state and community colleges,CLIENT ENGAGED PROGRAM COLLEGE TOURS,Good progress,0,Emotional/behavior issues
Southwest 1-15-357-2,client requires assistance exploring post secondary options,CLIENT HAS ENGAGED CM FOR COLLEGE COUNSELING,Some progress,0,Emotional/behavior issues
Southwest 1-15-357-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW FOR EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-357-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONTACT WITH CM/CIW TO RECEIVE ADVICE IN TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-358-1,client wishes to visit local state and community colleges,CLIENT HAS ENGAGED PROGRAM COLLEGE TOURS,Some progress,0,Emotional/behavior issues
Southwest 1-15-358-1,client requires consistent mentoring/motivational contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations ,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO OBTAIN ADVICE IN TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-358-2,client requires consistent contact with cm/ciw to navagate interpersonal reltionships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTEN CONTACT WITH CLIENT TO OFFER ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-358-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-358-2,client requested assistance exploting postsecondary goals,CLIENT HAS ENGGAED CM TO RECEIVED COLLEGE COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-358-2,client has been kicked out of the home,CLIENT WAS ASSESSED AND REFERRED TO LAHSA FOR ASSISTANCE,Some progress,0,Emotional/behavior issues
Southwest 1-15-359-1,client requires mentoting/motivational counseling from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations ,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO OBTAIN ADVICE IN TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-359-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW FOR EMPLOYMENT COUNSELING,Good progress,1,Need assistance with employment search
Southwest 1-15-359-1,client requested assistance with college search/planning,CLIENT HAS ENGAGED CM FOR COLLEGE COUNSELING SERVICES,Good progress,0,Emotional/behavior issues
Southwest 1-15-359-1,client wishes to visit local state and community colleges,CLIENT PARTICIPATES IN PROGRAM COLLEGE TOURS,Excellent progress,0,Emotional/behavior issues
Southwest 1-15-359-2,client requires assistance exploring postsecondary options,CLIENT HAS ENGAGED CM TO RECEIVE COLLEGE COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-359-2,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAINS CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIME OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-360-1,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO OBTAIN ADVICE AND AVOD POTENTIALLY STRESSFUL SITUATIONS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-360-1,client is in need of ca id,client received fee waiver to obtain CA ID,Good progress,0,Emotional/behavior issues
Southwest 1-15-360-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MANINTANS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-360-3,client requested assistance with payment for high school graduation packet,CM HAS BEGUN PROCUREMENT PROCESS TO FACILITATE ASSISTANCE,Good progress,4,Need assistance with school enrollment/improving school grades
Southwest 1-15-360-3,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-360-3,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-361-2,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM HAS ENGAGED CLIENT TO MONITOR ACTIVITES AND PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-361-2,client requested assitance exploring employment options,CLIENT HAS ENGAGED CM TO RECEIVE EMPLOYMENT COUNSELING,Some progress,0,Emotional/behavior issues
Southwest 1-15-362-1,client requires monitoring/contact from cm/ciw to navagate interpersonal relationships and avoid potental problems with street affiliations,CLIENT MAINTAINS CONTACT WITH CM/CIW TO RECEIVE ADVICE IN TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-365-1,client requires consistent contact/monitoring from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT CM/CIW MAINTAIN CONSISTENT CONTACT THROUGH CAMPUS VISITS AND OTHER CONTACTS TO MENTOR CLIENT THROUGH STREEFUL SITUATIONS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-365-1,client is in need of ca id,CLIENT WAS PROVIDED DMV FEE WIVER TO OBTAIN ID,Some progress,0,Emotional/behavior issues
Southwest 1-15-365-1,client requested assistance obtaining employment,CLIENT HAS ENGAGED STAFF FOR EMPLOYMENT COUNSELING SERVICES,A Little progress,4,Need assistance with school enrollment/improving school grades
Southwest 1-15-365-1,client requires transportation assistance- school/employment search ,CLIENT HAS RECEIVED TOKENS FOR TRANSPORTATION,Excellent progress,0,Emotional/behavior issues
Southwest 1-15-365-2,client requested assistance exploring post secondary options,"CLIENT HAS ENGAGED CM TO RECEIVE COLLEGE COUNSELING SERVICES-COLLEGE TOURS, FINANCIAL AID, ETC.",Good progress,0,Emotional/behavior issues
Southwest 1-15-365-2,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CLIENT TO OFFER ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-366-1,client requested assistance exploring postsecondary options,CM HAS ENGAGED CLIENT IN COLLEGE COUNSELIGN SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-366-1,client requires consistent contact with cm/ciw to navavgate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSITSTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-366-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-366-2,client requested assistance exploring postsecondary options,CLIENT HAS ENGAGED CM FOR COLLEGE COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-367-1,client requires consistent contact from cm/ciw to navagatre interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONTACT WITH CIW/CM TO OBTAIN ADVICE IN STRESSFUL SITUATIONS,Good progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-367-1,client is in need of ca id,client received fee waiver to obtain CA ID,Some progress,0,Emotional/behavior issues
Southwest 1-15-368-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and void potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-368-2,client requested assistance exploring postsecondary options,CLIENT HAS ENGAGED CM FOR COLLEGE COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-370-1,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Good progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-370-1,client is on probation,CLIENT HAS ENGAGED CM/CIW TO MAINTAIN COMPLIANCE. COMMUNITY SERVICE/COUSNELING,Good progress,1,Need assistance with employment search
Southwest 1-15-370-2,client is on probation,CLIENT MAINTAINS CONTACT WITH CM/CIW TO REMAIN IN COMPLIANCE. COMMUNITY SERVICE/COUNSELING,Excellent progress,1,Need assistance with employment search
Southwest 1-15-370-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-371-1,client should be in programming to treat alcohol use,"CM, CIW, AND MSW WILL MEET WITH CLIENT TO SUGGEST PROGRAMS WHICH MAY ASSIST CLIENT CONTROL HIS DRINKING",N/A - not applicable to this phase,0,Emotional/behavior issues
Southwest 1-15-371-1,client requires consistent contact to navagate inerpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT TO PROVIDE ADVICE IN TIMES OF STRESS,A Little progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-371-1,client must complete community service hours,CLIENT AND FATHER HAVE ENGAGED C M/CIW FOR ASSISTANCE TO COMPLETE HOURS,Task/Service successfully completed,5,Need to complete community service hours for probation requirements
Southwest 1-15-371-1,client is on probation,CM/CIW MONITOR CLIENT ACTIVITY TO ENSURE HE FOLLOWS CASE PLAN TO REMAIN IN COMPLIANCE ,Some progress,1,Need assistance with employment search
Southwest 1-15-372-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICE,Some progress,1,Need assistance with employment search
Southwest 1-15-372-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTITENT CONTACT TO PROVIDE CLIENT WITH ADVICE DURING TIMES OF STRESS,A Little progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-372-3,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-372-3,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-373-1,client requires consistent mentoring from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW TO MAINTAIN CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,A Little progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-373-1,client is on probation,CM/CIW TO MONITOR CLIENT TO ENSURE COMPLETION OF PROBATION REQUIREMENTS,A Little progress,1,Need assistance with employment search
Southwest 1-15-374-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Excellent progress,1,Need assistance with employment search
Southwest 1-15-374-1,client requested assistance with employment search,CLIENT SUCCESSFULLY EMPLOYED AT WAREHOUSE,Task/Service successfully completed,1,Need assistance with employment search
Southwest 1-15-374-2,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Good progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-374-2,client requested assistance with employment search,CLIENT ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Excellent progress,1,Need assistance with employment search
Southwest 1-15-375-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAIANTANT CONSISTENT CONTACT WITH CLIENT TO DISPENSE ADVICE DURING TIMES OF NEED,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-375-1,client quested assistnace with employment search,CM/CIW ENGAGED CLIENT IN EMPLOYMENT SEARCH,Some progress,1,Need assistance with employment search
Southwest 1-15-375-2,client requirese consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAIANTAIN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-375-2,client is on probation,CLIENT HAS ENGAGED CM/CIW TO RECEIVE SUPPORT AND MAINTAIN COMPLIANCE WITH P.O.,Some progress,1,Need assistance with employment search
Southwest 1-15-375-2,client is on probation,CLIENT HAS ENROLLED IN SCHOOL AND IS ATTENDING REGULARLY. HE IS ALSO PLAYING FOR THE FOOTBALL TEAM,Excellent progress,1,Need assistance with employment search
Southwest 1-15-375-2,client requested assistance with employment sesarch,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-376-1,client requested assistance with employment search,CLIENT ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Task/Service successfully completed,1,Need assistance with employment search
Southwest 1-15-376-1,client requested assistance with employment search,CLIENT WAS HIRED AS ASSISTANT MANAGER AT KID'S FOOTLOCKER IN OHIO,Task/Service successfully completed,1,Need assistance with employment search
Southwest 1-15-377-1,client has requested assitance with employment serach,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,4,Need assistance with school enrollment/improving school grades
Southwest 1-15-377-1,client requires consistnt contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CLIENT TO OFFER ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-379-1,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW TO MAINTAIN CONTACT WITH CLIENT AND PARENT TO ENCOURAGE AND DISPENSE ADVICE DURING TIMES OF STRESS,A Little progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-379-1,client wishes to complete high school. cm/ciw engage client in college tours to motivate him to expose and encourage him to explore options once he completes hs,CM/CIW ENGAGE CLIENT IN COLLEGE/EMPLOYMENT COUNSELING. MOTIVATING CLIENT TO COMPLETE HIGH SCHOOL BY INTRODUCING JOB DESCRIPTIONS AND ENCOURAGING HIM TO LOOK AT SALARY RANGES,A Little progress,4,Need assistance with school enrollment/improving school grades
Southwest 1-15-380-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MANINTAIN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Good progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-380-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Good progress,1,Need assistance with employment search
Southwest 1-15-380-1,client requested assistance with employment search,CLIENT HAS NEEN ACCEPTED AT LIVE IN JOB CORPS PROGRAM,Task/Service successfully completed,1,Need assistance with employment search
Southwest 1-15-380-2,client requested assistance with employment search,CLIENT ENGAGED CM/CIW TO RECEIEVE EMPLOYMENT COUNSELING ,A Little progress,1,Need assistance with employment search
Southwest 1-15-380-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN COSISTSTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-381-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-381-1,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-381-2,client requested assistance with employment search,CLIENT ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING,Good progress,1,Need assistance with employment search
Southwest 1-15-381-2,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAINS CONTACT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-382-1,client requires consiste constactfrom cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-382-1,client requested assistance exploring postsecondary options,CLIENT HAS ENGAGED CM TO RECEIVED COLLEGE COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-382-2,client requires conssitent contact from cm/ciw to navagate interpersonal relationhsips and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-382-2,client requested assistance exploring post secondary options,CLIENT HAS ENGAGED CM TO RECEIVE COLLEGE COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-383-2,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-383-2,client requested assistance with employment search,CLIENT HAS ENGAED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-384-1,client requested assitance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-384-1,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTAT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-384-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING,Excellent progress,1,Need assistance with employment search
Southwest 1-15-384-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-385-1,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-385-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-385-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING,Excellent progress,1,Need assistance with employment search
Southwest 1-15-385-2,client requested assistance with employment search,CLIENT HAS NEEN HIRED ON SNL YOUTH SQUAD,Task/Service successfully completed,1,Need assistance with employment search
Southwest 1-15-385-2,client requested assistance exploring postsecondary options,CLIENT HAS WORKED WITH CM/CIW AND PROGRAM DIRECTOR FOR COLLEGE TOUR AND TRYOUT WITH LOS ANGELES SOUTHWEST COLLEGE BASKETBALL TEAM,Excellent progress,0,Emotional/behavior issues
Southwest 1-15-385-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAINS CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Good progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-386-1,client requested assistance with employment search,CM/CIW ENGAGED CLIENT IN EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-387-1,client requires consistent contact from ciw to navigate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN COTNACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Good progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-387-1,client requested assistacnce with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-387-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-388-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAIN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF NEED,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-388-1,client requested assistance exploring postsecondary options,CLIENT HAS ENGAGED CM TO RECEIVE COLLEGE COUNSELING,Some progress,0,Emotional/behavior issues
Southwest 1-15-388-2,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-388-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING,Some progress,1,Need assistance with employment search
Southwest 1-15-389-1,client requires consistent contact from cm/ciw to navigate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MAINTAN CONTACT WITH CLIENT TO OFFER ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-389-1,client requested assistance exploring postsecondary options,CLIENT HAS ENGAGED CM TO RECEIVED COLLEGE COUNSELING SERVICES,Some progress,0,Emotional/behavior issues
Southwest 1-15-390-1,client requires consistent cotnact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONSISTENT CONTACT WITH CM/CIW TO RECEIVE ASDVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-390-1,client requested assistance exploring postsecondary options,client has engaged cm to receive college counseling services,Some progress,0,Emotional/behavior issues
Southwest 1-15-390-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING ,Some progress,1,Need assistance with employment search
Southwest 1-15-390-2,client requires consistent contact with cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CLIENT MAINTAINS CONTACT WITH CM/CIW TO RECEIVE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-390-2,client requested assistance exploring post secondary options,CLIENT HAS ENGAGED CM/CIW AND PROGRAM DIRECTOR TO TOUR AND MEET WITH AND TRYOUT FOR BASKETBALL TEAM AT LLOS ANGELES SOUTHWEST COLLEGE,Good progress,0,Emotional/behavior issues
Southwest 1-15-390-2,client requested assistance exploring post secondary options,CLIENT AND CM WENT TO SOUTHWEST COLLEGE TO ENROLL,Task/Service successfully completed,0,Emotional/behavior issues
Southwest 1-15-391-1,client requested assitance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECIEV EMPLOYMENT COUNSELING SERVICES,Some progress,1,Need assistance with employment search
Southwest 1-15-391-1,client requires consistent contact from cm/ciw to navagate interpersonal relationships and avoid potential problems with street affiliations,CM/CIW MANAITAN CONSISTENT CONTACT WITH CLIENT TO PROVIDE ADVICE DURING TIMES OF STRESS,Some progress,3,Need mentoring from CM/CIW to navagate interpersonal relationships
Southwest 1-15-391-2,client requested assistance with employment search,CLIENT HAS ENGAGED CM/CIW TO RECEIVE EMPLOYMENT COUNSELING SERVICES,Good progress,1,Need assistance with employment search
