sentiment,selected_text
neutral,is picking up!
anger,My car had been towed away by the traffic police because it had been wrongly parked.  However the sign had been put up only after I had already parked.
fear,Country and Western is suitable for calming an agitated animal 
worry,
neutral,
sadness,is still missing her husband.
worry,first impression is that it`s considerably  slower
fear,The hero was chased by a terrible vampire in a suspense and horror film shown on T.V.
worry,e rain has stopped me
worry,Thinking about all of the cleaning and organizing that needs to be done over the weekend!
worry,i thought it was an exploit attempt
fear,"En 2007, Bayrou a dû attendre janvier pour avoir un sondage le mettant au-dessus des 10 %. Pour 2012, il y est déjà. "
worry,
neutral,"yes, yes it was"
sadness,"During the Christmas holidays, I went to see my parents and stayed with them for two weeks. After two or three days, we had the same conflicts we had had ten years before when I had lived with them. They were glad when I left."
neutral, I sure did . 
worry,"is hanging with Bryant&&Hailee, possibly Lafayette tonight. `nd i don`t know why i keep updating this because i have 0 followers"
sadness,feeling lonely
neutral,Checked if there`s a new comment on friendster!
worry,I am trying to figure out
neutral,so how have you been doing ?
neutral,
neutral," Great , Is it convenient if i visit you this weekend ? "
worry,
sadness," I wouldn ’ t exactly characterize it in that way . I think something happened . Something terrible and unexpected that made it impossible for him to ... what if he showed up , took one look at me and left ? "
neutral,I know right...
worry,
worry,Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.
worry,", you are an incredibly wealthy man"
worry,love
neutral,@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake)
worry,sorry
sadness,d missed everythin
worry,
neutral,left a comment on your blog post
neutral,good
neutral,
sadness,aaaaaw i want to live in the USA
neutral,
fear,"@JonKeenNLSports toss the 2004 aside, get one from 1999 and well turn up some Will Smith...  the new Millennium!"
sadness,"The time I lost a badminton match, that I should have won at the Zambia closed badminton championships."
neutral,"Might buy some iPod apps later, hmmm..."
neutral,
sadness,The bunny is longing for the hoodie she left in the car   brrr....
sadness,"night out had 2 b put on hold 4 2 weeks coz i was so ill last nite, gutted! still had a nice nite tho  but whers the sun gone!"
neutral,
worry,
worry,
neutral, Ummmph ! 
worry,That`s no good. I`m sorry
sadness,
neutral,
neutral,won
fear,"Bob Halton , not guilty enough , but confused by his mother 's spoiling and manipulative efforts to keep him for herself , is petrified of being taken over completely . "
sadness,
neutral,Hello ? 
neutral, Not much . 
sadness,.not nice
sadness,
worry,I hate exam time.
worry,missing
fear,"When, for the first time I realized the meaning of death."
worry,I am sad that my kids were ungrateful today
sadness,
neutral,
worry,
worry,Ouch
neutral,Angus down 3-1 in first set     http://yfrog.com/10jsep
sadness,
worry,"um that`s really scary,"
neutral,"im sitting here super nervous about the chiodos contest, i hope i win!!!!"
sadness,I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!
sadness,"My mother was only a sad woman in an old photograph , younger then than I was now . "
neutral,"????  ? ??????, ?????? ????????,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast."
neutral,its taking forever to upload
worry,s miserable
worry,
sadness,
neutral,i`m both. But more girl than guy.
worry,"yum, yum."
worry,Off To The Movies With Abby (Who I Have Not Seen In FOREVER) To See Star Trek. L8er Twitter Folk
boredom,
neutral,I dont think so
worry,
worry,Wow
neutral,
sadness,wish
anger,"When I was concentrating on my work, my friend disturbed me continously.  I asked him to stop but in vain."
sadness,cry
anger,"When we still attended school, my brother and I usually went to see our aunt and to show her our term's report. She rewarded us with money. Although my reports were as good as my brother's, he got more money."
fear,Then she felt horror and pity at seeing Marcus so confused and so evidently useless . 
sadness,
worry,
anger,"I had been having a heated argument with a lover - whose intention was that we should marry in the near future - and was rejected by her when I started to cry. When I stopped crying for a moment she said \There, have you got it all out now ?\""."""
sadness,"The grand old man of the Scottish mountains , author and TV star Tom Weir , said he was sad about the plan . "
worry,"You must be doing different poetry to me. All we get is Catullus, some Ovid and and an extract from the Aeneid."
neutral,YA I JUST GOT A TWITT FROM SOMEBODY SAYIN IT LOOKS LIKE ITS GONNA RAIN OUT HERE ON THE WEST COAST..I AINT BEEN OUTSIDE YET.
sadness,wants to go see street dreams but it`s not playing anywhere near here
neutral,make me tea pleaseeeeeeeeeee
sadness,i am braid free  i miss thee ... BLOND HERE I COME!!
fear,"One day a fierce looking man came to our house  and said that my father should apologize to him, however I was alone at home."
fear, What a thrilling trip ! 
worry,finds the hardest thing about being a Christian is to put God as first in his life.  I need help..
worry,bad
sadness,"ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win"
anger,knows its all going to sort itself out
neutral, Jog ? 
neutral,I miss you
neutral, Bye . 
neutral, Not yet . 
worry,that is soooo scary!
neutral,
neutral, Thanks . 
neutral, What for ? 
sadness,I feel kinda sad about it
sadness,
anger," I ’ m not going to put this off any longer , Casey ! I want those photos ASAP ! "
anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA.
neutral,goodnight!
worry,.it`s expensive!
worry,sad
neutral,
sadness,
neutral,So its Superstar Sunday?  is one superstar I know   #sunda
neutral,"Microsoft has released Zune also in Europe, no HD for us"
sadness,missed
neutral,
neutral,
sadness,RIP Polly
sadness,missing my hobo/*
sadness,misses
worry,trafffffffic suckssss!
neutral, And it's a brick ? 
sadness,
neutral, I will do . 
neutral,
worry,I`m glad I don`t have class on Fridays. I need the break! Algebra test on Wednesday
worry,"Aw, sorry about your cat   No worries about the blankets, I was just wondering, I`m in no rush, take your time"
fear,"My daughter was 2 yrs she went up to a colt tried to hit it. It turned on her and kicked her over the heart, sent her flying through the air. I left my mother and sister to deal to her as they are nurses. I felt I didn't want to know if she was going to die, it was just too much."
neutral,not coming
worry,Freaking out a bit..crossing my fingers that things will work out ok
sadness,Dolores felt glum at the sight 
worry,But thnx for the pm`s
anger,I was stood up for a date function by someone who I really cared for.
fear,"His horrified mother made a public appeal for the return of the ring , given to her by husband Alfed 18-years ago . "
worry,And the 10 free minute button didn`t work.
anger, I've been with this firm for 26 years and I'd hate to see it go down the drain due to poor leadership skills . 
neutral,good moring
anger,A month ago when one of my fellow workers got a promotion over me. It was just a small promotion but recognition was involved.
sadness,He looked so downcast that even Angalo patted him on the shoulder . 
sadness,
sadness,"whats for breaky then, russtle something up for my hangover please our jamie lmao"
worry,Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help
anger,There was a hint of exasperation in his voice . 
neutral,one of them is
sadness,no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYO
neutral, Who is he marring ? 
worry,
neutral,
sadness,life sucks!!
fear,Because of a conflict with my parents there was a possibility to interrupt my studies.
neutral,watching crimson tide and eating apple sauce.
neutral,"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)"
worry,
fear,I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital.
worry,I`m sorry about your car. I feel for you..
worry,
neutral,
sadness,
neutral, Yes . 
anger,"He said he was cross with you because you keep calling him Mr Vass . "" "
sadness,
sadness, Maybe tonight . I don't know . I don't know how to tell her . 
neutral,
neutral,good
worry,headache
fear,My friend and I planned to search for old documents and utensils in the cellar. It was very late at night when we arrived in the cellar. He indicated the place where the police (40 years ago) found two dead bodies. I got very scared when he told me this story.
anger, And why are you yarning now ? Are you bored ? 
anger, He does everything so mindlessly that he is going to drive me crazy . 
neutral,been awake 19 hours
neutral,wish!
worry,
neutral,I CAME BACK THERE WAS A CAT OUT THERE
fear,On a dark night I felt that there were several people near me and I did not know who they were.
sadness,"When my boyfriend wanted to leave me, I felt sad and melancholic."
worry,"Too much food at today`s company gill out, want to go home and lay in the sun. Instead here until dark, probably"
sadness,Pfftt... I wish. Don`t have time though.
worry,hope
worry,
neutral,Im moving to canada
fear,I was going to knock down a pedestrian with my car.
fear,"After having watched a crime show on the TV, I was about to take the dog for a walk. Then, suddenly, there was a man on the porch... (We live some distance away from other people)."
sadness,cry
neutral,Just had lunch w/  at Jason`s Deli... then stepped in dog poo
neutral,
worry,
neutral,Special chocr makin rounds @ Gourds show
worry,? what is this? is everyone abandoning me?
neutral,what I said!    I`ll have to think about it and try aga
fear,only if failing wasnt my biggest i wouldn't go to school tomorrow smh.
neutral,"hey u, no not yet  soon maybe tomorrow!"
neutral, Stalls . 
worry,Geez.
neutral,
neutral,"Yes , sir ? "
neutral,g`mornin
anger,"A few weeks back, as I was in a hurry to leave the house, I left some of my things lying around.  This is something I never do. My uncle,who lives with us, as we live in a joint family, remarked that we were always doing things like  this.  This really got me mad."
neutral,
sadness,ff to work now apparently sun shining not a valid excuse to stay home
sadness,When I feel helpless after having tried to help someone without any result.
anger,Same situation as before - having my car stolen.
sadness,i loved that car in high school
neutral, Good . 
sadness,When a very close friend of mine went into hospital for a major operation and I couldn't see her for a while as I was not a relative she had no relatives in N.Z.
neutral,may the 4th be with you
sadness," I'm sorry , but we're booked up on Friday . "
worry,
sadness,Shaw guys are over when I want to be sleeping
neutral,"YAWN! Ow, caught a cramp  maybe I should take a nap"
sadness,
neutral,You`re welcome.
sadness,i miss that thing.
sadness,
neutral,
worry,Slovakian country side is a refreshing change co
sadness," Yes , but I'm not feeling very better now . Actually I'm feeling even worse . "
neutral,
worry,Scary!
anger, They arrested me without probable cause . 
neutral, Who was it ? 
fear,Awesome time at @teamoneill 's Fighting Fear premiere last night in Leicester Square - Check out the HD trailer on our Facebook page 
neutral,Sports car + curb = flat tire.
neutral,Nope  day off;
neutral,rest well!
neutral,headache
neutral,i know   but its better than nothin
sadness,
worry,stupid
neutral,A- on my french paper.
anger,It was in March 1985 when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch I got angry when he was telling me but the anger didn't take long to fade.
worry,OH MAN I WOULD BUT I`M FRESH OUT
sadness,Missing nathan and the bccg already.
sadness,screwed to hell by viruses.
worry,killed
neutral,
worry,"boredd,"
sadness," Oh , no ! I can't have failed . Are you sure ? "
neutral,ok thats it.... sleep time
worry,
neutral,it ain`t cool
neutral,
sadness,"Liza , for her part , had still seemed inconsolable when she first arrived back at her unit on the edge of Salisbury Plain . "
boredom,
worry,
worry,
anger,Can't remember exact example.
neutral,aight im out. off to see Spring Awakening. home we make it home in time to see Jay`s last show
worry,Hopefully
neutral,yeah that too
neutral,beautiful
neutral,
neutral,Use
fear,The average adult spends four years of their life suffering from a hangover that is @KellyMcQuaid4 and @lisa_shanley today ha ha!! 
anger,"Stop running around in front of the TV , will you ? Why don ’ t you just sit and watch ? "
fear,The exam was drawing near and I wanted to prepare for it.  But I had a lot of other things to do so I did not have much time to prepare  for the exams.  Whenever I sat down to study I was scared that I would  not be able to finish it.
worry,"and yes, I have seen your comment and yes, I did have the right answer.  I`ll get over it."
neutral,
neutral, Yes . 
worry,so good
neutral,so im listening to this random playlist and its leaning toward serani...
fear,"We were camping in the mountains, and a friend and I went for a walk.  It was getting darker and darker and we were not sure of the right way back."
sadness, I ’ m sorry to hear about that . 
neutral,
neutral,grimmy
neutral,i should be 'bus stalking' right now..i soo wish i were still meeting  today
neutral, I hope so . 
neutral,_pyee sure
neutral,happy
neutral,
neutral,e crazy
worry,that`s not good
sadness,i feel so lame
neutral,I was just thinking that
sadness,
neutral,
worry,just say no reeesee cup
sadness,Did badly in an exam.
sadness,Well it`s official I have strep
neutral,
sadness,
sadness,Great
worry,the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  & im bed ridden.]
neutral, When ? 
fear,"Trance-like he drove down the Edgware Road , responding to the multitudinous traffic lights with mechanical movements , while the agitated Eleanor continued to lash his unreceptive ear with a never-ending stream of abuse . "
sadness,Lives Janet Barron praises the good grief of Ted Walker 
neutral,Look forward to
fear,An hour before receiving the certificate results I was very frightened.  When I saw others crying I felt very tense and as time went by my fear grew.
neutral,What were you doing up at that time??
worry,I don`t know why I always click on your doughnut pictures... lol I always end up wanting one
fear,I feared that my dog's eye was infected too much. He had played around in the weeds and a foxtail had gotten under his eyelid. I took him to the vet and I feared that he may go blind because of the foxtail.
neutral, Visa . 
worry,
sadness, That's too bad.They ' re such good company . 
fear,I'm so afraid of viruses now. why did he have to watch this video?! 
sadness,"When I received the S.Y.J.C results, the marks I obtained were not up to my expectations and I missed admission in engineering."
neutral,ME TOO UGH
worry,
worry,1st day of work today was a bit tiring but ok lol now onto college work
worry,I love it  Guess I won`t win though LOL
worry,sorry my friend ... but  is paying the mortgage
worry,
neutral,im back on twitter.
sadness,
neutral,
sadness,
neutral,winner
anger,She really was mad about what she 'd just found in her freezer . 
fear,I am afraid of my academic results as I will face several problems.  I am scared of my limitations and the unlimited problems and I do not know how to cope with them.
neutral,_Grenade The link 404`d.
anger,When my kid brother broke my reading spectacles.
neutral,ache
sadness,Powerdvd doesn`t want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?
worry,t I can`t write fast enough
neutral,
sadness,needs somewhere to go...its still lush out + i want to be back out in it
worry,h guilt
sadness,Today feels like friday. Too bad its not
sadness,
worry,
neutral,Ugh 3 more hours
neutral,
fear,In the aftermath of the war the government was said to be concerned over Turkey 's increasingly prominent international role . 
worry,Missing NY
worry,
sadness,- No I didnt get your text.....
neutral,
sadness,Not being accepted by classmates in university.
sadness,I felt very sad when I heard that a friend had committed suicide.
fear," No , I'm scared of cats . "
neutral,
sadness,"Doctor , I slipped and fell on my way to school . The ground is so slippery from the snow . It seems I can't move my left arm now . "
worry,I`m missing one of my diamond earrings. This makes me sad.
sadness,
worry,
worry,If my phone dies I will die too!
neutral, I promise . 
sadness,
sadness,After my father died suddenly of a heart attack.
worry,
worry,no answer back.
neutral,I cannot  I have a full day of activities lol
neutral,
sadness,failed
neutral,"Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG"
sadness,sucks
worry,So sad
worry,but no luck  I think i`m sick.
fear,"I decree and declare the has NO authority over your life, In Jesus Name, Amen."
neutral,wish
neutral,Brilliant  Thanks! Not sure what brownie points will get you though!
worry,"Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back"
worry,
neutral,
worry,
neutral,
neutral,
sadness,"Loads of my friends are miserable over the way they look , and the media are basically saying , ` Yes , you 're right to be miserable . "
neutral,
worry,
worry,
sadness,Its sooooooooo not funny wh
neutral,
neutral, Why not ? 
worry,was hot!
sadness,"_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first"
neutral,Do you have a light ? 
sadness,"Cowed , he stiffened his stance , his eyes slightly downcast . "
neutral,"Hey OJ, I just want to ask, you hooked up with somebody ayt now?"
worry,
neutral,So.. finally finished setting up my  account. Will switch from  during this week
neutral, Mmm ... 
anger, She ’ s your sister.What she asked was only duck soup for you.Why can ’ t you be good to her ? 
anger,When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.
anger,When I failed an exam I thought I would pass.
neutral,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://vur.me/megainternetwealth/megaredpacket
worry,Sorry to hear.
sadness,
worry,My dad had to bury ours six weeks ago. She became his after I left for college fourteen years ago. Long time to have a kitty.
fear,"The girl was glued to the spot , terror-struck , pop-eyed , quivering , knowing for certain that the Day of Judgment had come for her at last . "
worry,this is not a good season
neutral,failed
anger,When one is unjustly accused of something one has not done.
neutral,
worry,sick
sadness,sad!
worry,_gutter Trent wore that shirt at my show
sadness,I`m really missing my favorite sisters!
anger,I'm going crazy . 
fear,"When I took blood from a patient for alcohol estimation and urine for some other examination, he told me that something bad would happen to me as he would play magic on me."
worry,is poolside. Bowling toniht maybe?? Back to work tomorrow
neutral,
sadness,whole ebay hacker th
worry,why did Reel big fish cover Edna`s goldfish
sadness,miss
neutral,
anger,"Last semester when I dated a girl whom I've known for almost a year. However one night she said she wanted us to be \just friends\"". I confided this to a friend Jim I was really suffering. A month or two later he broke up with his old girlfriend and they started going out regularly. I have no girlfriend nor have I had a romantic relationship of any significance. I feel some anger but we are friends again."""
sadness,great.
worry,hopefully
neutral,
worry,why the hell
worry,
worry,dammit!
neutral,
neutral,
neutral,lost
worry,regretting
neutral,
neutral,
sadness,breaking.
sadness,"When my friends died one after the other.  The first died in a car accident and the second one recently, due to an illness."
neutral,
worry,enjoyed
neutral,'Thank god you didn`t go **** until after you had me...
neutral,June gloom seems to have arrived early
anger,My fiancee and I were at my parent's place watching TV. There were  only two TV-chairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on.
worry,
sadness,There was an anguished cry from the tub . 
anger, But that is terrible ! I am only here for one night ! 
sadness,falling apart.
anger, You can't be serious . How dare you not tell me you were going to marry her ? 
neutral,Gonna go watch Jackson`s band play and then going to the band after party
neutral,
sadness,"I had to terminate a training because I wasn't suited for it. I was very sad about this, because I very much wanted to finish that training."
anger,When someone chased me from his house.
neutral,
worry,
sadness,
sadness,He expressed at once his sorrow for my father 's death . 
worry,
neutral,
worry,
neutral,oh..keep working on it..you can always make it a little smaller
neutral,
neutral,
sadness,
anger,A certain Area Party Secretary came home in the morning and said we had to leave our home and build somewhere and the reason being that they wanted to establish a market. The Chairman knew nothing about it and was very angry.
fear,"` When we came to tell you that the service was postponed you were in a very agitated state -- but then it was difficult to persuade you to leave off playing . "" "
sadness,but **** it..
worry,hmmm how bout my boi an me jammin sum john stephens for ya?
sadness,
neutral,Waiting at the car wash to see what they say about Amara.
sadness,snapped his poor neck. gotta bury him
worry,no they didn`t!
sadness,When my dog was stolen.
neutral,Happy Mothers Day
worry,
sadness,Loved
neutral,"Hello , Pam . "
sadness,
neutral, On Friday . 
sadness,
neutral,awesome!
neutral,AGH I`M BORED!!!
sadness,I just can`t stand
worry,not looking forward
neutral,qood morninq
worry,. i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead
neutral,I`m not off till 930
sadness,sadly
sadness,i was in a hospital for a week and a half pretty much on the virge of dying.
neutral,hee hallo
anger,Lenin was furious when he learned about it . 
neutral, Oh . 
sadness,Is at work
neutral,"Yes, its a common thing. Don`t you remember? I promised you and Nic i wouldn`t stress online  Clearly not kept"
neutral,'unusual activity??'
worry,"Need to dye my hair, can see a slight hint of ginger"
worry,
worry,Wow slept in with no dolidh here to wake me up
sadness,
worry,She did well and only checked her phone 80 times
worry,I`m still waiting to find out what #caca stands for - hoping it`s not what I think it is since you #follow me for #caca.
neutral,
sadness,I was very sad when I heard that my uncle had passed away untimely at home.
neutral,fab.
neutral, Next week . 
worry,nasty
sadness," Oh doctor , I feel so foolish . "
sadness,I'm afraid I forgot to lock the door . 
neutral,Search for 'Asos coupons' in Google  Plenty to choose from
worry,
sadness,I was watching a sad film and it affected me deeply.
neutral,"Signing off folk, might be back on later!"
fear,"Its like time runs to me, runs to me faster, fastest. Oh how I make my self beating no well  ♬   ♬  "
sadness,
neutral,
neutral,What ’ s up ? You don ’ t look too good . 
worry,
sadness,
neutral,glorious
neutral, Why not ? 
neutral, Winning is a piece of cake to me . 
neutral,"Is about to go in the garden, weeding, mulching, cutting down and anything else that I find to do"
neutral,at least you get to watch Lost on the way
neutral,
sadness,
neutral,lovely
anger,And she was furious that Mr Clarke did not break the news to her before holding a Press conference . 
anger,She was absolutely livid . 
neutral,most of the time
neutral,_Idol Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!
worry,i dont know what gonna do on my lame fridaay  maybe see me with my besties!!
neutral, What ? 
sadness,?  there`s big money to be paid
sadness,
sadness,I felt sad when I was despised by another person.
worry,ht?
neutral,awwwwweeee nick
neutral,Grad present photos on facebook
sadness,A girlfriend ended our relationship in an abrupt and unexpected manner.
sadness,#shortcakefai
neutral,Oh what`s up?
sadness,
sadness, I don ’ t have one time in particular . I just go to sleep whenever I feel tired . 
neutral,
anger, Absolutely unbelievable ! You people should be ashamed of yourselves . 
anger,"I had been searching for housing for Fall at UCB and I was finally offered a place - then an ordeal followed, first I accepted then refused - related to my parents judgment (they're paying for me). Turns out that I was so upset at what my Dad said to me that I hung up on him. He called back and threatened to cut me off financially and emotionally."
neutral,Negghead mix on the air!
neutral,
neutral, Go ahead . 
neutral,
anger, Fine ! By the way would you mind not slurping your coffee every time you have a cup ! 
neutral,in a rather bad mood
neutral,
worry,rocking!
anger,favorite
worry,
sadness,
neutral,
anger,Jess felt faintly indignant at the remark . 
neutral,good weekend
worry,i`m nerrrvous
worry,barely
sadness," There's nothing that can be done . Everything is gone . I wish I could tell you differently , but what has happened has happened . We will just have to figure out a way to move on . "
sadness,would love to say TGIF but working at 6am tomorrow
worry,It`s a sad day
anger, Leave me alone ! 
worry,
worry,.hope
worry,nice
neutral,feel bad
neutral,Home from school. Out tonight? Probably not
neutral,Wanna come with?  Before we go to Myka`s party.
fear,"Sometimes I prefer not to talk about it...I'm not a liar or a fraud, sometimes people make me feel afraid to say everything. and #truth"
neutral,training again today.
sadness," Sorry , things on sale are not allowed to be refunded or exchanged . "
worry,"Oh hell,"
worry,nice
neutral," Well , I didn't clean the house and I didn't study . I stayed in bed and watched TV . "
worry,I am so so sorry to hear that he has parvo. Good vibes comming your way.
anger, I don't care . 
worry,swollen.
neutral,
sadness,Sometimes our bodies and minds seek excuses to experience griefs that we may have put aside or denied because we couldn't face them at the time . 
worry,Pretty  is it long or short? Sparkly or shiny? Lol
worry,blunt
fear,"It was winter/spring and the ice was melting.  I was far out on a jetty and I poked the ice with a long branch to try and break it.  The branch went through the ice and I fell in, the water closed in over my head."
neutral,i actually need to be cleaning my house
neutral,
neutral, oh . 
worry,
worry,miss
neutral,We`ll watch & wait & tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N`s cheeks & ears red as my hair
neutral,w that boston marathon is done.
sadness,"My sister was impolite to my father when the family was having lunch together at a restaurant.  She thought that our parents had been prejudiced against her, this was an extreme thought."
neutral,Going home but will be back! After I get groceries and stuff
neutral,most of da time on gtalk ! pls make my follow count 600
neutral, What ? 
neutral,play vanessa hudgens new songs plz or vfactory
sadness,When my grandmother died.
worry,NOT helping
sadness,When my grandmother passed away.
neutral,_joy it`s entirely possible
neutral, maybe you can come to the bar one day and I ’ ll show you around . 
anger," How many chances have I given you , I've given up on you . "
anger,I came out of the house at 7:20 am Monday morning getting ready t go to school and fight for a parking when I saw my car had a flat tire.
neutral,"Just finished her tennis match... Lost tho  6-3, 1-6, 4-6"
neutral," It ’ s almost impossible to get the right balance . If you are too strict , kids might ignore you . If you are too lenient , they might go wild . "
neutral,
neutral,you`re just altered forever   Enjoy
neutral,it just might work.
neutral,new on twitter
anger,When I was beaten up by thieves on behalf of some friends of mine as they thought that I had a lot of money and would not part with a few coins for their drinks.
neutral,Postponed is not abandoned. //
neutral, Good luck ! 
sadness,"Catherine looked downcast , and McLeish felt uneasy . "
neutral,right.
worry,how i wish the result IS true...
neutral,thinking about you  http://mypict.me/Fuz
neutral,
sadness,
worry,hope
neutral, Good idea . 
sadness,"His heartbroken mum , Colette , said : ` Paul is so upset . "
anger,"Attitude to some manners of dealing and some \sanctioned\"" relations."""
sadness,I`m jumping off the nearest bridge if I can`t have it
worry,fine!
neutral, Not yet . 
worry,I`m SO full!  It`s delicious! One of my Philly favs.
worry,true
worry,carnt stand hot weather
worry,"feels very, very rough!"
sadness,"He had a narrow mournful face , tapering to a long pointed chin . "
neutral,
neutral,
anger,"The last day of school is traditionally celebrated by singing a song about all the students who are leaving.  In the song about me, there were things which irritated me a lot."
worry,Happy
neutral,PeeWee is napping on the couch.
worry,i dont want you to go to india
neutral,unfortunatelly
sadness,"To misquote you : he is itinerant because he is miserable . "" "
neutral,
fear,Watched a horror movie which involved sexual attacks on women.
fear,"Playing NOW on Hardest: BYZPO Radio Show Session #17. Tune in, listen and enjoy."
anger, For God's sake ! It's too bloody . How can people be so cruel ? 
sadness, The Redskin ’ s quarterback just threw a touchdown pass for seven points . We ’ re losing again . 
neutral,i hate parents
neutral,I love to!
worry,I miss the Lego days
worry,frustrated. I just found out our sitter isn`t avail. tonight. now what? no TKD test 4 me I guess  good thing I`m married to the instructor
sadness,"Dang! Of course, I`m just jealous `cuz I didn`t think of it first"
sadness," I know , I am sorry I ever bought it . "
worry,You have the best hair ever. Totally jealous. Mine`s unfixable if I forget and leave sunglasses stuck in it too long
worry,terrible
sadness,When my sister (really my niece) died of cancer at the age of 2 yrs after I took her to the doctor at the age of 1 and he diagnosed it.
sadness, How horrible ! 
neutral,
anger,I felt angry when my friend told me that I had stolen her money.
neutral,nd I wouldn`t miss it for the world
fear,I for the #waitress hauling my stuffed #french #toast out to me; she might #end up coming out with a stump where her #ass was...
sadness,"-i`d love to be able to bike/bus/walk to work, but it isn`t safe in my area"
worry,My dog Nemo cause he wimpers every morning when I leave
worry,awesome.
worry,
boredom,Waiting in line @ tryst
sadness,"my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work..."
sadness, I'm sorry . I thought this was our stop . 
sadness, That ’ s too bad . I ’ m sorry to hear that . 
worry,_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for
anger," But why were you getting off work so late ? The office close at six , doesn't it ? "
sadness,love
anger,"` It 's absolute nonsense , "" wails an exasperated spokesman . "
sadness, Sorry I couldn't help you . 
worry,Finally made it to
sadness,"In an attempt to counteract despondency , to reclaim the green world for itself , not solely as a balm for my despair , I arranged with Barry 's help an interview with David Ricalde . "
worry,
sadness,ick dont
neutral,"I`m still on the bandwagon. Figured I`ve been on this ride so far, might as well see what happens."
sadness, I have said that we will try our best . You can trust us . But you know her situation . 
worry,
neutral,Do you want black or white coffee ? 
neutral,et`s genitals are in his magic glowing finger
worry,
neutral,Did 15 mins on expresso #cycling (3 miles) and beat my last time by 40 seconds.  Then lower body weights.  Now ready for work!
neutral,
neutral,two. Just going to visit someone
worry,"I`ve got to meet him tomorrow, midday and hopefully, fingers crossed, it`ll all be sorted. My head is still hurting though."
neutral,dragged
anger,When I was put into a tennis team below my standard.
sadness,no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:
neutral,
worry,my heart goes out to you
neutral,I got 5 in English lesson  now drinking sprite
neutral,
worry,
sadness, I had high hopes for NYU . 
worry,Just spent more than 45 minutes looking at the Aud
worry,just found out that my husband`s grandma fell down the stairs & is at the hospital with several broken bones...praying hard!
sadness,so sad
anger,"One of my best friends accused me of giving up to early on problems. It was only a casual remark on her side, but I was angry and hurt."
worry,isn`t good
neutral, Yes . 
sadness,"Inevitably some become despondent , fearing they will never work again . "
worry,
neutral,is watching 1000 places to see before you die
worry,everybody is leaving work early except me
neutral,"Yay, money!"
worry,not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.
sadness,i miss
sadness,miss
neutral,EOM......still at work
anger,Quarreling with classmates.
neutral,
sadness,When I was a Sr. in HS. one of the class counselors died of hepatitis. She was very sensitive. She knew my shyness and drew me out to improve myself image. I missed her funeral - so I could not publically grieve. My parents didn't understand.
fear,Some of us contemplate this prospect with horror . 
worry,dead
fear,I was scared when I realized that I might miss the train which I was supposed to take.  I was 1500 Kilometres away from home and when  I heard the depart whistle I was still 150 feet away from the train.  I finally made it.
worry,
sadness,I think i need some new friends
worry,"after a great day at work with the kids, disappointment with my roof decal"
sadness,e me sad..
neutral," You should change your attitude , or you will not pass the course . "
neutral,
neutral,
sadness,Ohh Emmm Geee.
sadness,I`m sorry
neutral,me too
neutral,Gettin home frm hangin with Herman
sadness,looking out window is depressing it is so beautiful out and I am in here
neutral,"Fortunately,"
worry,I am lost.
worry,i cant see it
neutral,hannahisdead:
sadness, My washing machine isn't working . 
neutral,
neutral,
fear,Why is @lcduve touching kitten and me so much? What is happening? 
sadness,I don`t really feel like
neutral,
worry,
worry,I can`t believe tour is almost over
neutral,
neutral,"Haha,"
worry,I`m so sad!
fear,I had always assumed that this sort of civilized dismay at barbarism was the monopoly of our cause . 
neutral, Sort of . I played golf on my computer ! 
