GRYD_ETO_ID,INTERVIEW_DATE_FB,SET_admin_num,AGE_1_FB,SEX_1,GRYD_Zone_num,group_position,PAGE_3,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,PAGE_4,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,PAGE_5,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,PAGE_6,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,PAGE_7,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,PAGE_8,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,PAGE_9,group_name_part2,no_group_copy,group_status_no_group,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,PAGE_10,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,PAGE_11,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,PAGE_12,X18,X19,X20,X21,X22,truthy,Optional_Break,Date_of_Break,Time_Break_Begins,Time_Break_Ends,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,Page_13,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,Page_14,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,Page_15,X10,X11,X12,X13,X14,X15,X16,X17,Page_16,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Page_17,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS,END_OF_SET_QUESTIONS
Newton 1-17-289-1,"5,30,2018",1,24,2,12,3, ,1,1,1,0,0,0,0,777,4,3,3,0,0,1,Lost custody of her children,1,3,3,4,3, ,2,4,3,3,2,4,4,3,2,4,4,2,0,,0,,1,5,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,0, ,1,10,6,777,1,3,3,4,2,4,4,4,3,4,3, ,3,3,3,2,3,2,3,3,4,4,3,3,3,3,3,3,2,4, ,4,4,5,3,3,4,4,3,4,4,4,3,4,4, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,1,1,0,0,0.4,2, , , ,0,777,0,777,1,Friends,0,Friends, , ,4,3,4,1,3,1,2,3,3,3,3,3,4, ,3,3,3,3,3,3,3,3,4,3, ,2,9,2,2,1,2,0,1, ,4,1,2,3,2,2,3,Blank, ,999,Newton 1-17-289-1, , , , , , , ,no page 17 completed, 
Newton 2-23-287-1,"5,31,2018",1,16,1,13,3, ,0,0,0,40,12,0,7,Client goes to the park to work out,0,0,0,0,0,0,777,0,2,2,2,2, ,1,4,1,2,2,5,3,4,4,3,5,4,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0, ,0,10,2,777,1,4,4,4,1,3,4,4,3,3,5, ,3,3,1,2,1,1,3,3,3,3,4,4,2,4,1,1,1,5, ,4,1,4,2,4,3,2,2,4,4,4,2,4,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,1,Client goes to the gym with friends,0,777,1,Volunteers of America,1,Volunteers of America (GRYD),1, ,0,2,0,4,5,3,2,4,3,3,3,4,3, ,2,4,2,2,2,4,1,1,2,2, ,3,2,2,1,1,3,0,0, ,,2,0,4,0,2,4,Blank, ,999,Newton 2-23-287-1,"5,31,2018","5,31,2018",4,2,3,4,9,Blank, 
SSSEARE-0-107-1,"5,31,2018",1,15,2,999,3, ,0,0,0,30,6,0,0,777,3,0,0,1,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,2,4,4,4,3,3,1,0,1,182,0,,0,,0,, ,Homies,Being away from my home and family at camp,I didn't want to be locked up in camp. I don't plan on returning,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,999,2,999,1,1, ,0,5,4,777,1,2,1,4,2,3,4,3,3,3,4, ,4,4,4,4,3,3,3,3,3,3,4,4,3,4,2,2,2,4, ,5,4,5,4,4,3,3,3,4,4,4,3,3,3, ,Homies,1, ,1,12,1,15,6,18,13,45,1,1,3,3,0,1,1,0,1, ,4,3,2,2,2,3,4,2,3,4,2,4,3,4,3, ,3,2,3,3,2,2,3,2,4,4,4,4,3,3,5, ,0,0,0,0,0,0,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,1,9,1,0,9,0,0, ,4,1,2,1,1,3,3,Blank, ,999, , , , , , , , ,no page 17 completed, 
Newton 2-23-286-1,"5,31,2018",1,24,2,13,3, ,0,0,0,0,0,35,10,Client goes to gym,0,0,0,0,0,0,777,0,1,1,1,1, ,2,4,2,2,2,4,3,3,4,5,3,4,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0, ,0,0,2,777,1,4,4,5,2,5,5,3,4,3,5, ,5,3,3,4,3,4,5,5,4,4,4,3,1,5,1,1,1,5, ,4,2,4,5,4,3,4,3,3,2,4,3,3,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,1,0.4,2, , , ,1,Client comes to program at gym,0,777,1,Volunteers of America,1,Volunteers of America (GRYD),1, ,3,3,3,2,4,0,2,4,3,3,3,2,3, ,2,4,1,1,1,4,2,1,1,2, ,3,2,2,1,2,1,0,0, ,2,3,,,0,2,4,Blank, ,999,Newton 2-23-286-1,"5,31,2018","5,31,2018",2,3,1,4,0,Blank, 
Northeast-20-308-1,"6,01,2018",2,15,1,14,0, ,0,0,0,35,0,0,10,Skate,6,1,1,1,0,0,777,0,4,4,4,4, ,3,3,2,2,2,5,3,2,4,3,2,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,2,0,0, ,0,0,7,777,1,1,7,5,5,5,5,3,3,4,5, ,3,2,2,2,3,3,4,4,4,4,4,3,1,4,1,1,2,4, ,5,5,5,4,4,4,4,3,4,4,4,4,4,4, ,No group,0,0,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,0,0.8,2, , , ,1,School,0,777,1,Skate group,0,Skate group, , ,3,5,5,4,4,3,2,4,3,4,3,4,4, ,4,3,2,2,5,2,4,4,5,3, ,2,9,2,9,9,0,2,2, ,2,3,1,3,3,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Devonshire-Topanga-11-165-1,"6,04,2018",1,18,2,4,3, ,0,0,0,20,3,4,4,GRYD workshops,2,3,3,1,0,1,Break up &  parents fight,1,5,4,4,4, ,3,3,2,3,2,4,5,4,4,5,5,2,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,0,2,1, ,0,10,5,777,1,3,3,4,1,3,3,2,1,1,1, ,3,3,2,1,1,3,3,4,4,3,3,3,3,4,1,2,3,4, ,5,5,5,4,2,5,3,2,3,3,4,1,1,5, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,1,School friends,0,777,1,GRYD team,1,GRYD team,1, ,4,1,4,3,4,4,3,4,4,3,4,4,4, ,2,4,1,1,1,5,4,4,5,4, ,1,3,3,2,0,3,2,3, ,2,3,3,3,3,1,4,Blank, ,999,Devonshire-Topanga-11-165-1,"6,04,2018","6,04,2018",2,3,3,3,3,"Ct has shown great progress, always attends GRYD's activities", 
Mission-14-254-2,"6,04,2018",1,17,2,11,2, ,1,0,0,0,0,0,2,GRYD FCM program participation,3,3,3,1,1,1,Family issues,1,3,3,4,4, ,3,3,2,2,1,4,3,3,3,2,2,3,0,,0,,0,,0,,0,, ,Homies,No,No,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,4,1, ,0,5,5,777,1,0,0,3,2,3,3,2,3,1,5, ,4,1,1,1,1,4,2,2,3,3,2,1,3,3,2,3,2,4, ,5,4,5,4,2,4,3,3,3,3,4,3,4,4, ,Homies,1, ,1,16,0,,5,25,16,35,1,1,3,3,2,4,1,3,1, ,6,2,4,5,1,2,3,4,3,4,2,4,3,4,2, ,1,2,2,2,1,2,2,2,4,4,4,2,4,5,4, ,1,0,0,1,1,0.6,2, ,0:09:20,0:09:20,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,0,1,9,4,4,9,3,1, ,4,1,3,1,3,3,4,Blank, ,999,Mission-14-254-2, , , , , , , ,no page 17 completed, 
Mission-14-216-2,"6,04,2018",2,18,1,11,3, ,1,0,0,35,0,16,20,GRYD FCM program participation,3,1,1,1,0,1,Lack of housing,1,3,3,3,2, ,2,4,2,2,2,4,2,3,3,3,3,3,1,0,0,,0,,0,,0,, ,Homies,My got shot and killed [sic],Trying to have a sucessful [sic] life,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,3,0,1,0, ,1,5,8,777,1,1,3,3,3,4,5,4,4,4,4, ,3,3,3,3,3,3,4,4,4,4,4,4,2,4,2,2,2,4, ,3,3,4,2,4,2,4,3,4,4,4,4,3,3, ,Homies,1, ,1,10,1,16,5,14,13,45,1,1,2,2,3,0,2,1,1, ,7,3,2,2,2,2,3,3,4,4,3,3,3,3,3, ,1,1,2,2,2,2,2,2,4,4,4,2,3,2,3, ,0,1,0,0,0,0.2,2, ,0:07:20,0:07:20,1,Friends in the community,1,Started a soccer team,1,Community friendsq,0,Community friends, , ,5,2,5,4,4,3,2,4,4,4,4,4,4, ,2,4,2,2,2,4,3,2,3,3, ,2,1,2,0,2,0,0,0, ,4,1,2,1,1,3,4,Blank, ,999,Mission-14-216-2, , , , , , , ,no page 17 completed, 
Foothill-14-410-1,"6,04,2018",2,26,2,5,1, ,0,0,0,10,10,0,0,777,2,0,0,0,0,0,777,0,3,5,5,5, ,3,5,2,2,2,4,5,3,3,4,4,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,2,1, ,3,10,6,777,1,0,0,4,5,1,1,1,3,1,1, ,1,1,1,1,1,1,2,2,4,2,2,2,5,4,2,2,2,4, ,5,3,5,5,2,4,1,1,5,5,5,2,5,4, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,0,0,0.6,2, ,0:04:20,0:04:20,1,Social friends,0,777,0,777,0,Friends, , ,5,5,5,1,3,3,3,4,4,2,2,2,4, ,1,5,1,1,1,5,1,1,5,4, ,1,9,3,9,9,0,0,1, ,2,3,1,1,0,3,4,Blank, ,999,Foothill-14-410-1, , , , , , , ,no page 17 completed, 
Newton 2-23-248-1,"6,04,2018",2,14,2,13,3, ,0,0,0,35,1,0,4,GRYD program/Hopic group,5,3,3,0,0,1,Lose [sic] of friendships,1,3,3,4,4, ,2,2,2,2,2,3,4,4,4,4,4,4,1,30,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,999,2,1,999,1, ,0,5,0,777,1,1,2,3,3,2,3,3,4,4,3, ,3,3,2,3,3,3,3,3,3,4,3,3,2,3,3,3,2,3, ,5,4,4,4,2,4,4,3,3,3,3,3,4,4, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,1,GRYD program,0,777,1,GRYD program,1,GRYD program VOA, , ,2,4,1,1,3,2,2,3,4,3,3,3,4, ,3,3,2,3,3,3,2,2,3,3, ,2,9,2,1,4,4,1,3, ,2,3,2,3,0,2,3,Client may not have been honest regarding questions that address taking things that do not belong to her/family, ,999,Newton 2-23-248-1,"6,04,2018","6,04,2018",2,2,1,3,9,Client family/home life maybe keeping client from growing, 
Valley-92-46-1,"6,04,2018",2,16,1,999,1, ,0,0,0,40,2,0,1,GRYD,4,0,0,0,0,0,777,0,2,3,2,2, ,2,3,2,2,3,3,2,2,2,4,4,2,0,,1,180,0,,0,,0,, ,No group,777,777,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,1, ,0,0,5,777,1,0,1,3,3,3,2,3,4,4,3, ,1,4,3,3,1,1,3,2,3,2,3,2,1,3,2,2,2,2, ,3,3,3,1,2,4,2,2,4,4,4,2,3,2, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,0,777,1,Basketball,0,777,0,Basketball, , ,3,0,5,4,3,3,0,4,3,4,4,4,3, ,2,3,2,2,2,4,3,1,3,1, ,0,2,0,0,0,0,2,4, ,2,3,1,4,0,4,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Southeast 2-20-270-1,"6,04,2018",1,18,2,20,1, ,0,0,0,0,0,0,6,Hygiene,1,1,1,1,0,0,777,0,3,4,4,3, ,2,3,3,2,2,4,4,4,3,5,5,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,999, ,0,5,4,777,1,2,4,4,5,5,3,3,4,3,3, ,4,3,3,3,2,4,5,5,5,5,5,4,3,2,4,4,4,3, ,5,5,5,4,4,5,5,4,3,3,3,4,1,4, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,0,0.8,2, , , ,1,Church,0,777,0,777,0,Church, , ,3,3,3,2,1,1,1,4,4,4,4,4,4, ,3,3,3,3,3,3,4,4,4,4, ,3,9,1,9,4,1,1,1, ,2,2,4,3,2,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Northeast-20-249-2,"6,04,2018",3,19,1,14,3, ,1,0,0,5,0,0,0,777,6,2,2,1,0,0,777,0,3,2,2,3, ,2,4,1,1,1,4,2,4,3,3,3,4,1,0,0,,0,,0,,0,, ,Homies,My friend was recently shot 6 times and now he has to use a wheelchair,"Graduating high school, getting a job and having a girlfriend have changed my outlook on life",0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3,1,2,1,0, ,0,31,6,777,1,1,2,5,4,4,3,5,4,3,4, ,2,2,2,3,2,3,1,3,4,4,4,3,3,3,2,2,3,3, ,3,4,3,2,4,3,4,3,3,3,4,3,3,3, ,Homies,1, ,1,13,1,17,3,19,17,29,1,1,1,1,3,0,3,2,1, ,4,3,3,3,4,3,3,4,4,4,3,3,3,3,2, ,3,3,4,3,3,2,2,2,4,4,4,2,4,4,3, ,1,0,1,1,1,0.8,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,1,9,2,0,9,1,1, ,2,3,2,4,1,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Hollenbeck 1-20-218-2,"6,05,2018",1,16,1,7,4, ,0,0,0,3,3,0,2,Y.E.S.,,, ,1,0,0,777,0,4,4,4,2, ,1,3,1,1,,1,1,2,2,5,5,3,0,,0,,0,,0,,0,, ,Group,Losing friends to gang violence,Busy with school,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2, ,0,5,4,777,1,4,4,4,4,3,4,4,4,4,2, ,3,3,4,3,3,3,4,4,4,4,4,5,3,1,1,1,1,4, ,4,2,4,3,4,2,4,4,1,4,4,4,3,4, ,Group,1, ,1,14,1,16,,,,,,999,, ,,,,,3, ,2,3,3,,3,4,3,4,,,,,,3,999, ,5,,5,4,999,999,999,999,4,4,3,3,3,3,, ,1,0,1,1,0,0.6,2, , , ,1,School friends,0,777,0,777,0,School friends, , ,4,4,4,1,,1,3,4,3,3,3,4,4, ,3,,,,,999,5,5,5,, ,2,3,3,,,,,, ,2,1,2,3,1,3,2,Client was not open to questions asked, ,999, , , , , , , , ,no page 17 completed, 
Newton 1-17-291-1,"6,06,2018",1,23,2,12,3, ,0,1,0,0,0,0,0,777,4,2,2,0,0,1,Spending a few days in jail,1,4,4,4,4, ,3,3,3,2,3,3,5,3,2,4,3,2,0,,0,,1,10,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0, ,1,5,4,777,1,1,1,4,2,2,4,4,3,3,3, ,3,3,3,2,2,2,3,3,4,2,3,2,2,4,2,2,2,4, ,4,4,5,3,3,5,3,2,4,4,5,2,4,5, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,0,0.8,2, , , ,0,777,0,777,1,Friends,0,Friends, , ,4,4,4,2,4,3,2,3,3,4,3,4,4, ,4,3,4,4,3,3,4,4,4,3, ,1,9,2,3,0,4,0,0, ,4,1,3,1,2,3,3,Blank, ,999,Newton 1-17-291-1, , , , , , , ,no page 17 completed, 
Northeast-20-313-2,"6,06,2018",1,16,2,14,1, ,0,0,0,35,5,0,0,777,1,0,0,1,0,0,777,0,2,1,1,2, ,1,4,1,1,1,1,2,4,3,3,2,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,2,0, ,0,5,5,777,1,2,3,5,5,3,5,5,3,5,5, ,3,4,4,5,4,5,5,5,5,5,5,5,3,3,1,2,2,1, ,4,5,3,3,5,2,5,5,4,2,4,2,4,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,0,1,0.6,2, , , ,1,School friends,0,777,1,SEA,1,SEA,1, ,3,0,5,2,4,0,0,5,5,4,4,4,2, ,2,4,1,1,1,4,4,3,3,3, ,2,9,0,9,9,0,0,0, ,3,2,1,3,1,3,3,Involvement, ,999, , , , , , , , ,no page 17 completed, 
Newton 2-23-258-1,"6,06,2018",1,23,2,13,4, ,1,0,0,0,0,0,1,GRYD program,6,2,2,1,1,1,Friend was recently killed,1,3,4,4,3, ,3,4,2,2,3,4,4,5,5,5,5,4,0,,0,,1,90,0,,0,, ,AA group,I met my real mother for the first time in person. She has been in jail for the last 17 years. So I went to Mississippi to see her just to find out she has cancer and is dying.,No,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,999,3,1,999,1, ,1,20,3,777,1,4,3,2,2,1,2,2,4,4,2, ,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3, ,5,5,5,5,3,4,4,4,4,3,3,2,3,5, ,AA group,1, ,1,12,1,17,6,40,14,60,1,1,3,3,5,2,3,3,2, ,4,4,3,3,3,3,4,4,3,2,2,3,3,3,3, ,4,4,4,3,3,3,3,2,4,3,3,3,4,2,5, ,1,0,0,,,0.333333333,1,"6,13,2018",4:30:00, ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,2,9,4,4,9,4,5, ,2,4,4,1,3,4,4,Client was very open regarding answering group, ,999,Newton 2-23-258-1,"6,06,2018","6,13,2018",2,4,3,1,2,Client is starting to hang out less, 
Rampart 1-12-592-1,"6,06,2018",1,16,2,17,1, ,0,0,0,7,2,0,2,Job readiness,1,0,0,0,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,3,2,2,5,5,2,0,,0,,0,,0,,0,, ,No group,777,777,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,999,2,999,2,999, ,0,10,4,777,1,2,0,5,4,4,4,3,4,5,3, ,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,4, ,5,5,5,4,4,3,4,3,3,4,3,4,2,4, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,0,0.8,2, ,0:04:20,0:04:20,1,School,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,3,0,0,0,0,0,0,0, ,3,2,1,4,0,2,4,Blank, ,999,Rampart 1-12-592-1,"6,06,2018","6,06,2018",3,2,0,4,9,Blank, 
Newton 2-23-291-1,"6,07,2018",1,19,2,13,4, ,0,0,0,30,6,35,5,Client works out in the gym,0,0,0,1,0,1,Client lost brother through gang violence,0,2,2,2,2, ,1,3,1,1,1,4,3,3,3,4,4,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1, ,0,10,4,777,1,4,4,5,3,3,3,3,3,3,5, ,5,3,3,3,4,3,4,4,4,4,3,3,2,4,2,2,2,4, ,4,2,4,3,4,3,4,4,3,3,3,3,3,3, ,No group,0,4,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,0,0,0.4,2, , , ,1,Client attend program,1,Client attends workshops,1,yes VOALA,1,Volunteers of America (GRYD),1, ,3,3,3,5,1,0,3,4,4,4,4,3,4, ,2,4,2,2,2,5,1,1,1,2, ,2,9,3,0,4,2,0,0, ,4,2,0,4,0,2,4,Client was very honest, ,999,Newton 2-23-291-1,"6,07,2018","6,07,2018",4,3,1,4,9,Blank, 
Newton 2-23-256-1,"6,07,2018",2,16,1,13,3, ,0,0,0,30,0,16,2,"Workshops: Anger Management, Substance Abuse",2,1,1,0,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,2,3,4,4,4,5,1,12,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0, ,0,5,2,777,1,5,2,5,5,5,5,5,5,5,3, ,3,3,2,4,4,5,4,4,4,4,5,4,2,4,2,2,2,4, ,5,5,5,3,4,2,4,4,2,2,4,4,2,2, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,0,0,0,0.4,2, , , ,1,Friends from school,1,Volunteers of America (GRYD),1,VOAIA,1,Volunteers of America (GRYD),1, ,5,4,5,3,3,2,2,4,4,3,2,3,4, ,1,4,2,1,2,4,1,1,5,2, ,3,9,2,2,9,4,0,2, ,2,4,1,3,0,2,4,Client was truthful on his answers, ,999,Newton 2-23-256-1, , , , , , , ,no page 17 completed, 
Southeast 2-20-236-2,"6,07,2018",1,15,1,20,1, ,0,0,0,32,3,0,5,Hygiene,1,0,0,1,0,0,777,0,2,4,4,3, ,2,4,3,2,1,4,3,4,5,3,4,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,999,1,2,1,1, ,0,5,4,777,1,4,5,5,4,4,3,2,4,4,3, ,4,5,3,4,4,3,5,4,4,5,5,5,3,3,3,3,3,3, ,5,5,5,4,5,4,4,4,3,3,3,4,4,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,0,0,0.4,2, , , ,1,School,0,777,0,777,0,School, , ,4,4,4,2,1,2,1,4,3,3,2,3,5, ,3,3,3,3,3,3,3,2,4,3, ,3,9,1,9,4,2,0,1, ,2,2,1,4,4,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Newton 2-23-253-1,"6,07,2018",2,15,1,13,3, ,0,0,1,4,3,0,6,Client comes to the gym and plays basketball as well. Plays games,0,0,0,1,0,1,Client still thinks about his father that passed on,1,2,2,2,2, ,2,4,2,2,2,4,3,3,3,3,4,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0, ,0,10,3,777,1,3,1,5,2,3,4,3,3,4,3, ,5,3,4,3,3,3,4,4,4,4,4,4,1,5,1,1,1,5, ,2,2,2,2,4,3,4,4,3,2,3,4,3,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,1,Client comes to program to play games,1,Client completes workshops,1,VOALA (GRYD),1,Volunteers of America (GRYD),1, ,1,1,1,1,0,0,0,4,4,4,4,3,4, ,2,4,2,4,2,4,1,1,1,1, ,3,0,3,2,4,2,0,0, ,2,3,4,4,0,1,4,Client was very honest, ,999,Newton 2-23-253-1,"6,07,2018","6,07,2018",2,4,4,4,0,Blank, 
Northeast-20-314-2,"6,08,2018",1,17,2,14,1, ,0,0,0,35,10,0,2,Church,3,1,1,1,0,0,777,0,2,3,2,2, ,2,5,1,1,1,5,4,2,2,5,5,1,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,3,0, ,0,0,4,777,1,0,2,5,2,3,3,4,4,4,2, ,5,2,3,2,3,4,4,3,4,4,4,3,2,4,1,1,2,4, ,5,1,1,3,4,4,4,4,3,3,4,4,3,4, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,1,School/Church friend,0,777,1,Church group,0,Church group, , ,3,4,4,3,3,1,2,5,5,4,4,4,4, ,2,4,2,2,2,4,4,3,2,3, ,2,9,2,9,9,0,0,0, ,3,2,0,3,3,3,2,Her involvement, ,999, , , , , , , , ,no page 17 completed, 
